file,lat,lon,me
data\obs_vs_mod\horaire\lat_46.725333_lon_-0.020333_me_0.01.parquet,46.725333,-0.020333,0.01
data\obs_vs_mod\horaire\lat_46.729_lon_6.322833_me_-0.01.parquet,46.729,6.322833,-0.01
data\obs_vs_mod\horaire\lat_46.731_lon_2.467333_me_-0.01.parquet,46.731,2.467333,-0.01
data\obs_vs_mod\horaire\lat_46.737333_lon_2.502833_me_-0.00.parquet,46.737333,2.502833,-0.0
data\obs_vs_mod\horaire\lat_46.73_lon_-0.593333_me_0.01.parquet,46.73,-0.593333,0.01
data\obs_vs_mod\horaire\lat_46.743667_lon_6.3415_me_-0.02.parquet,46.743667,6.3415,-0.02
data\obs_vs_mod\horaire\lat_46.746667_lon_5.9_me_-0.01.parquet,46.746667,5.9,-0.01
data\obs_vs_mod\horaire\lat_46.751667_lon_6.355_me_-0.01.parquet,46.751667,6.355,-0.01
data\obs_vs_mod\horaire\lat_46.755833_lon_0.486667_me_0.00.parquet,46.755833,0.486667,0.0
data\obs_vs_mod\horaire\lat_46.756667_lon_4.4465_me_-0.01.parquet,46.756667,4.4465,-0.01
data\obs_vs_mod\horaire\lat_46.756833_lon_5.886_me_-0.00.parquet,46.756833,5.886,-0.0
data\obs_vs_mod\horaire\lat_46.75_lon_0.385333_me_0.01.parquet,46.75,0.385333,0.01
data\obs_vs_mod\horaire\lat_46.766667_lon_5.72_me_-0.00.parquet,46.766667,5.72,-0.0
data\obs_vs_mod\horaire\lat_46.766_lon_-0.830833_me_0.00.parquet,46.766,-0.830833,0.0
data\obs_vs_mod\horaire\lat_46.768167_lon_5.717333_me_0.01.parquet,46.768167,5.717333,0.01
data\obs_vs_mod\horaire\lat_46.798833_lon_3.113667_me_-0.00.parquet,46.798833,3.113667,-0.0
data\obs_vs_mod\horaire\lat_46.808_lon_-1.597667_me_-0.00.parquet,46.808,-1.597667,-0.0
data\obs_vs_mod\horaire\lat_46.811333_lon_-0.6995_me_0.01.parquet,46.811333,-0.6995,0.01
data\obs_vs_mod\horaire\lat_46.811667_lon_6.185_me_-0.01.parquet,46.811667,6.185,-0.01
data\obs_vs_mod\horaire\lat_46.816667_lon_3.72_me_-0.01.parquet,46.816667,3.72,-0.01
data\obs_vs_mod\horaire\lat_46.818667_lon_3.455_me_-0.01.parquet,46.818667,3.455,-0.01
data\obs_vs_mod\horaire\lat_46.820667_lon_3.905_me_-0.01.parquet,46.820667,3.905,-0.01
data\obs_vs_mod\horaire\lat_46.8265_lon_-1.999833_me_0.01.parquet,46.8265,-1.999833,0.01
data\obs_vs_mod\horaire\lat_46.827_lon_4.825667_me_-0.00.parquet,46.827,4.825667,-0.0
data\obs_vs_mod\horaire\lat_46.839333_lon_0.456833_me_0.01.parquet,46.839333,0.456833,0.01
data\obs_vs_mod\horaire\lat_46.839833_lon_-0.515833_me_0.00.parquet,46.839833,-0.515833,0.0
data\obs_vs_mod\horaire\lat_46.848_lon_-1.184167_me_0.01.parquet,46.848,-1.184167,0.01
data\obs_vs_mod\horaire\lat_46.852667_lon_0.287_me_0.01.parquet,46.852667,0.287,0.01
data\obs_vs_mod\horaire\lat_46.853667_lon_0.759_me_0.00.parquet,46.853667,0.759,0.0
data\obs_vs_mod\horaire\lat_46.856333_lon_-0.253667_me_0.01.parquet,46.856333,-0.253667,0.01
data\obs_vs_mod\horaire\lat_46.8665_lon_4.744167_me_-0.01.parquet,46.8665,4.744167,-0.01
data\obs_vs_mod\horaire\lat_46.869833_lon_1.741_me_0.01.parquet,46.869833,1.741,0.01
data\obs_vs_mod\horaire\lat_46.881833_lon_4.594833_me_-0.00.parquet,46.881833,4.594833,-0.0
data\obs_vs_mod\horaire\lat_46.896_lon_5.740167_me_0.01.parquet,46.896,5.740167,0.01
data\obs_vs_mod\horaire\lat_46.9055_lon_2.557833_me_-0.00.parquet,46.9055,2.557833,-0.0
data\obs_vs_mod\horaire\lat_46.914667_lon_0.024167_me_0.01.parquet,46.914667,0.024167,0.01
data\obs_vs_mod\horaire\lat_46.916667_lon_0.618833_me_0.01.parquet,46.916667,0.618833,0.01
data\obs_vs_mod\horaire\lat_46.921167_lon_0.796333_me_0.12.parquet,46.921167,0.796333,0.12
data\obs_vs_mod\horaire\lat_46.925333_lon_2.803333_me_-0.00.parquet,46.925333,2.803333,-0.0
data\obs_vs_mod\horaire\lat_46.925_lon_1.168333_me_0.00.parquet,46.925,1.168333,0.0
data\obs_vs_mod\horaire\lat_46.927_lon_6.32_me_-0.00.parquet,46.927,6.32,-0.0
data\obs_vs_mod\horaire\lat_46.9425_lon_1.978_me_0.00.parquet,46.9425,1.978,0.0
data\obs_vs_mod\horaire\lat_46.948667_lon_1.663_me_0.01.parquet,46.948667,1.663,0.01
data\obs_vs_mod\horaire\lat_46.949333_lon_6.124167_me_0.02.parquet,46.949333,6.124167,0.02
data\obs_vs_mod\horaire\lat_46.951667_lon_1.77_me_0.00.parquet,46.951667,1.77,0.0
data\obs_vs_mod\horaire\lat_46.9575_lon_3.507833_me_-0.01.parquet,46.9575,3.507833,-0.01
data\obs_vs_mod\horaire\lat_46.968333_lon_-1.1255_me_0.00.parquet,46.968333,-1.1255,0.0
data\obs_vs_mod\horaire\lat_46.972_lon_4.263167_me_-0.00.parquet,46.972,4.263167,-0.0
data\obs_vs_mod\horaire\lat_46.9875_lon_0.875_me_0.00.parquet,46.9875,0.875,0.0
data\obs_vs_mod\horaire\lat_46.989167_lon_-0.207_me_0.01.parquet,46.989167,-0.207,0.01
data\obs_vs_mod\horaire\lat_46.992167_lon_2.182167_me_0.00.parquet,46.992167,2.182167,0.0
data\obs_vs_mod\horaire\lat_46.998333_lon_3.112667_me_-0.00.parquet,46.998333,3.112667,-0.0
data\obs_vs_mod\horaire\lat_47.004667_lon_-2.257167_me_0.01.parquet,47.004667,-2.257167,0.01
data\obs_vs_mod\horaire\lat_47.005667_lon_-1.7825_me_0.00.parquet,47.005667,-1.7825,0.0
data\obs_vs_mod\horaire\lat_47.023333_lon_6.0205_me_0.02.parquet,47.023333,6.0205,0.02
data\obs_vs_mod\horaire\lat_47.034833_lon_0.097667_me_0.01.parquet,47.034833,0.097667,0.01
data\obs_vs_mod\horaire\lat_47.043167_lon_5.190667_me_-0.00.parquet,47.043167,5.190667,-0.0
data\obs_vs_mod\horaire\lat_47.043833_lon_5.427333_me_-0.00.parquet,47.043833,5.427333,-0.0
data\obs_vs_mod\horaire\lat_47.045333_lon_4.022_me_0.00.parquet,47.045333,4.022,0.0
data\obs_vs_mod\horaire\lat_47.052167_lon_2.642167_me_0.00.parquet,47.052167,2.642167,0.0
data\obs_vs_mod\horaire\lat_47.056333_lon_4.836667_me_-0.00.parquet,47.056333,4.836667,-0.0
data\obs_vs_mod\horaire\lat_47.059167_lon_2.359833_me_-0.00.parquet,47.059167,2.359833,-0.0
data\obs_vs_mod\horaire\lat_47.062333_lon_6.612167_me_-0.02.parquet,47.062333,6.612167,-0.02
data\obs_vs_mod\horaire\lat_47.070333_lon_3.934333_me_-0.01.parquet,47.070333,3.934333,-0.01
data\obs_vs_mod\horaire\lat_47.072667_lon_1.757_me_0.00.parquet,47.072667,1.757,0.0
data\obs_vs_mod\horaire\lat_47.076667_lon_2.026667_me_-0.00.parquet,47.076667,2.026667,-0.0
data\obs_vs_mod\horaire\lat_47.0795_lon_-0.8805_me_0.01.parquet,47.0795,-0.8805,0.01
data\obs_vs_mod\horaire\lat_47.086_lon_4.743167_me_-0.01.parquet,47.086,4.743167,-0.01
data\obs_vs_mod\horaire\lat_47.106667_lon_6.148333_me_-0.01.parquet,47.106667,6.148333,-0.01
data\obs_vs_mod\horaire\lat_47.112333_lon_0.273_me_0.01.parquet,47.112333,0.273,0.01
data\obs_vs_mod\horaire\lat_47.124833_lon_4.498667_me_-0.01.parquet,47.124833,4.498667,-0.01
data\obs_vs_mod\horaire\lat_47.127167_lon_6.366333_me_0.01.parquet,47.127167,6.366333,0.01
data\obs_vs_mod\horaire\lat_47.132833_lon_3.515_me_-0.01.parquet,47.132833,3.515,-0.01
data\obs_vs_mod\horaire\lat_47.134167_lon_4.018833_me_-0.02.parquet,47.134167,4.018833,-0.02
data\obs_vs_mod\horaire\lat_47.136333_lon_2.137833_me_0.00.parquet,47.136333,2.137833,0.0
data\obs_vs_mod\horaire\lat_47.138_lon_2.804667_me_-0.00.parquet,47.138,2.804667,-0.0
data\obs_vs_mod\horaire\lat_47.13_lon_-0.1415_me_0.01.parquet,47.13,-0.1415,0.01
data\obs_vs_mod\horaire\lat_47.1415_lon_-1.336833_me_0.01.parquet,47.1415,-1.336833,0.01
data\obs_vs_mod\horaire\lat_47.156333_lon_0.696833_me_0.01.parquet,47.156333,0.696833,0.01
data\obs_vs_mod\horaire\lat_47.157167_lon_0.604833_me_0.00.parquet,47.157167,0.604833,0.0
data\obs_vs_mod\horaire\lat_47.15_lon_-1.608833_me_0.00.parquet,47.15,-1.608833,0.0
data\obs_vs_mod\horaire\lat_47.161333_lon_3.855667_me_-0.02.parquet,47.161333,3.855667,-0.02
data\obs_vs_mod\horaire\lat_47.170333_lon_3.3695_me_-0.01.parquet,47.170333,3.3695,-0.01
data\obs_vs_mod\horaire\lat_47.177167_lon_1.211667_me_-0.00.parquet,47.177167,1.211667,-0.0
data\obs_vs_mod\horaire\lat_47.184333_lon_0.233833_me_0.00.parquet,47.184333,0.233833,0.0
data\obs_vs_mod\horaire\lat_47.200667_lon_2.416833_me_-0.01.parquet,47.200667,2.416833,-0.01
data\obs_vs_mod\horaire\lat_47.201333_lon_5.872833_me_-0.00.parquet,47.201333,5.872833,-0.0
data\obs_vs_mod\horaire\lat_47.219333_lon_0.899_me_0.01.parquet,47.219333,0.899,0.01
data\obs_vs_mod\horaire\lat_47.227_lon_0.149333_me_0.01.parquet,47.227,0.149333,0.01
data\obs_vs_mod\horaire\lat_47.228333_lon_1.5_me_0.00.parquet,47.228333,1.5,0.0
data\obs_vs_mod\horaire\lat_47.230333_lon_2.5245_me_0.00.parquet,47.230333,2.5245,0.0
data\obs_vs_mod\horaire\lat_47.233667_lon_-2.2985_me_0.02.parquet,47.233667,-2.2985,0.02
data\obs_vs_mod\horaire\lat_47.237833_lon_2.073167_me_-0.01.parquet,47.237833,2.073167,-0.01
data\obs_vs_mod\horaire\lat_47.238167_lon_4.260833_me_-0.00.parquet,47.238167,4.260833,-0.0
data\obs_vs_mod\horaire\lat_47.243_lon_6.791_me_-0.02.parquet,47.243,6.791,-0.02
data\obs_vs_mod\horaire\lat_47.249_lon_5.988833_me_-0.01.parquet,47.249,5.988833,-0.01
data\obs_vs_mod\horaire\lat_47.251333_lon_4.561_me_-0.01.parquet,47.251333,4.561,-0.01
data\obs_vs_mod\horaire\lat_47.2525_lon_-0.435833_me_0.00.parquet,47.2525,-0.435833,0.0
data\obs_vs_mod\horaire\lat_47.260833_lon_0.403833_me_-0.01.parquet,47.260833,0.403833,-0.01
data\obs_vs_mod\horaire\lat_47.264167_lon_4.215_me_-0.00.parquet,47.264167,4.215,-0.0
data\obs_vs_mod\horaire\lat_47.265_lon_0.993167_me_0.01.parquet,47.265,0.993167,0.01
data\obs_vs_mod\horaire\lat_47.267167_lon_3.858333_me_0.01.parquet,47.267167,3.858333,0.01
data\obs_vs_mod\horaire\lat_47.267833_lon_5.088333_me_-0.01.parquet,47.267833,5.088333,-0.01
data\obs_vs_mod\horaire\lat_47.271667_lon_1.426667_me_0.01.parquet,47.271667,1.426667,0.01
data\obs_vs_mod\horaire\lat_47.2865_lon_3.225333_me_-0.01.parquet,47.2865,3.225333,-0.01
data\obs_vs_mod\horaire\lat_47.288333_lon_0.268333_me_0.01.parquet,47.288333,0.268333,0.01
data\obs_vs_mod\horaire\lat_47.292333_lon_-2.430167_me_0.01.parquet,47.292333,-2.430167,0.01
data\obs_vs_mod\horaire\lat_47.293_lon_5.556167_me_-0.00.parquet,47.293,5.556167,-0.0
data\obs_vs_mod\horaire\lat_47.294333_lon_-3.218333_me_0.01.parquet,47.294333,-3.218333,0.01
data\obs_vs_mod\horaire\lat_47.297_lon_2.962167_me_-0.00.parquet,47.297,2.962167,-0.0
data\obs_vs_mod\horaire\lat_47.29_lon_0.107833_me_0.02.parquet,47.29,0.107833,0.02
data\obs_vs_mod\horaire\lat_47.3015_lon_6.581667_me_0.00.parquet,47.3015,6.581667,0.0
data\obs_vs_mod\horaire\lat_47.302_lon_2.8615_me_-0.00.parquet,47.302,2.8615,-0.0
data\obs_vs_mod\horaire\lat_47.312833_lon_4.046833_me_-0.01.parquet,47.312833,4.046833,-0.01
data\obs_vs_mod\horaire\lat_47.313833_lon_-2.1545_me_0.00.parquet,47.313833,-2.1545,0.0
data\obs_vs_mod\horaire\lat_47.319667_lon_1.6875_me_-0.00.parquet,47.319667,1.6875,-0.0
data\obs_vs_mod\horaire\lat_47.336167_lon_2.799_me_-0.01.parquet,47.336167,2.799,-0.01
data\obs_vs_mod\horaire\lat_47.337167_lon_0.665333_me_0.01.parquet,47.337167,0.665333,0.01
data\obs_vs_mod\horaire\lat_47.358667_lon_6.625667_me_-0.01.parquet,47.358667,6.625667,-0.01
data\obs_vs_mod\horaire\lat_47.368333_lon_7.03_me_-0.02.parquet,47.368333,7.03,-0.02
data\obs_vs_mod\horaire\lat_47.373833_lon_2.426667_me_0.00.parquet,47.373833,2.426667,0.0
data\obs_vs_mod\horaire\lat_47.378_lon_6.472167_me_0.00.parquet,47.378,6.472167,0.0
data\obs_vs_mod\horaire\lat_47.3815_lon_-2.1925_me_-0.00.parquet,47.3815,-2.1925,-0.0
data\obs_vs_mod\horaire\lat_47.394167_lon_0.977_me_0.00.parquet,47.394167,0.977,0.0
data\obs_vs_mod\horaire\lat_47.4005_lon_4.781167_me_-0.00.parquet,47.4005,4.781167,-0.0
data\obs_vs_mod\horaire\lat_47.401667_lon_3.08_me_0.01.parquet,47.401667,3.08,0.01
data\obs_vs_mod\horaire\lat_47.4025_lon_1.365333_me_0.01.parquet,47.4025,1.365333,0.01
data\obs_vs_mod\horaire\lat_47.425167_lon_-1.513667_me_0.00.parquet,47.425167,-1.513667,0.0
data\obs_vs_mod\horaire\lat_47.425333_lon_0.604167_me_0.00.parquet,47.425333,0.604167,0.0
data\obs_vs_mod\horaire\lat_47.438167_lon_6.062_me_-0.01.parquet,47.438167,6.062,-0.01
data\obs_vs_mod\horaire\lat_47.438333_lon_7.268167_me_-0.00.parquet,47.438333,7.268167,-0.0
data\obs_vs_mod\horaire\lat_47.43_lon_2.156667_me_-0.00.parquet,47.43,2.156667,-0.0
data\obs_vs_mod\horaire\lat_47.441667_lon_6.581667_me_-0.01.parquet,47.441667,6.581667,-0.01
data\obs_vs_mod\horaire\lat_47.441_lon_3.509_me_-0.00.parquet,47.441,3.509,-0.0
data\obs_vs_mod\horaire\lat_47.444167_lon_2.948833_me_-0.00.parquet,47.444167,2.948833,-0.0
data\obs_vs_mod\horaire\lat_47.4445_lon_0.727333_me_0.00.parquet,47.4445,0.727333,0.0
data\obs_vs_mod\horaire\lat_47.453833_lon_2.615833_me_-0.00.parquet,47.453833,2.615833,-0.0
data\obs_vs_mod\horaire\lat_47.456667_lon_3.526667_me_-0.00.parquet,47.456667,3.526667,-0.0
data\obs_vs_mod\horaire\lat_47.457833_lon_2.893167_me_-0.01.parquet,47.457833,2.893167,-0.01
data\obs_vs_mod\horaire\lat_47.461167_lon_1.011833_me_0.00.parquet,47.461167,1.011833,0.0
data\obs_vs_mod\horaire\lat_47.467333_lon_6.958833_me_-0.00.parquet,47.467333,6.958833,-0.0
data\obs_vs_mod\horaire\lat_47.4795_lon_0.255333_me_0.01.parquet,47.4795,0.255333,0.01
data\obs_vs_mod\horaire\lat_47.479_lon_-0.614333_me_0.00.parquet,47.479,-0.614333,0.0
data\obs_vs_mod\horaire\lat_47.482_lon_4.34_me_-0.00.parquet,47.482,4.34,-0.0
data\obs_vs_mod\horaire\lat_47.488333_lon_4.058667_me_0.00.parquet,47.488333,4.058667,0.0
data\obs_vs_mod\horaire\lat_47.493167_lon_-0.167833_me_0.00.parquet,47.493167,-0.167833,0.0
data\obs_vs_mod\horaire\lat_47.495667_lon_3.898333_me_0.00.parquet,47.495667,3.898333,0.0
data\obs_vs_mod\horaire\lat_47.4995_lon_2.427333_me_-0.00.parquet,47.4995,2.427333,-0.0
data\obs_vs_mod\horaire\lat_47.503667_lon_6.813333_me_-0.01.parquet,47.503667,6.813333,-0.01
data\obs_vs_mod\horaire\lat_47.507_lon_5.5955_me_-0.00.parquet,47.507,5.5955,-0.0
data\obs_vs_mod\horaire\lat_47.510667_lon_-2.796_me_0.01.parquet,47.510667,-2.796,0.01
data\obs_vs_mod\horaire\lat_47.512667_lon_-2.382667_me_-0.00.parquet,47.512667,-2.382667,-0.0
data\obs_vs_mod\horaire\lat_47.5185_lon_0.470667_me_0.00.parquet,47.5185,0.470667,0.0
data\obs_vs_mod\horaire\lat_47.533333_lon_1.493333_me_0.02.parquet,47.533333,1.493333,0.02
data\obs_vs_mod\horaire\lat_47.535833_lon_1.7305_me_0.00.parquet,47.535833,1.7305,0.0
data\obs_vs_mod\horaire\lat_47.543333_lon_-0.103333_me_-0.00.parquet,47.543333,-0.103333,-0.0
data\obs_vs_mod\horaire\lat_47.543667_lon_6.433_me_-0.00.parquet,47.543667,6.433,-0.0
data\obs_vs_mod\horaire\lat_47.544833_lon_5.2075_me_-0.01.parquet,47.544833,5.2075,-0.01
data\obs_vs_mod\horaire\lat_47.545_lon_0.986667_me_0.01.parquet,47.545,0.986667,0.01
data\obs_vs_mod\horaire\lat_47.555_lon_1.181667_me_0.01.parquet,47.555,1.181667,0.01
data\obs_vs_mod\horaire\lat_47.560333_lon_-1.014_me_0.01.parquet,47.560333,-1.014,0.01
data\obs_vs_mod\horaire\lat_47.561667_lon_-0.970333_me_0.01.parquet,47.561667,-0.970333,0.01
data\obs_vs_mod\horaire\lat_47.561833_lon_-0.317_me_0.01.parquet,47.561833,-0.317,0.01
data\obs_vs_mod\horaire\lat_47.571667_lon_1.795_me_-0.01.parquet,47.571667,1.795,-0.01
data\obs_vs_mod\horaire\lat_47.575_lon_5.635_me_-0.01.parquet,47.575,5.635,-0.01
data\obs_vs_mod\horaire\lat_47.590333_lon_0.931333_me_-0.00.parquet,47.590333,0.931333,-0.0
data\obs_vs_mod\horaire\lat_47.591667_lon_6.837_me_-0.01.parquet,47.591667,6.837,-0.01
data\obs_vs_mod\horaire\lat_47.5_lon_-0.583333_me_0.00.parquet,47.5,-0.583333,0.0
data\obs_vs_mod\horaire\lat_47.600333_lon_4.645167_me_-0.01.parquet,47.600333,4.645167,-0.01
data\obs_vs_mod\horaire\lat_47.603833_lon_6.962167_me_-0.01.parquet,47.603833,6.962167,-0.01
data\obs_vs_mod\horaire\lat_47.6045_lon_-2.714167_me_-0.01.parquet,47.6045,-2.714167,-0.01
data\obs_vs_mod\horaire\lat_47.606667_lon_2.001667_me_-0.00.parquet,47.606667,2.001667,-0.0
data\obs_vs_mod\horaire\lat_47.610333_lon_3.463833_me_-0.01.parquet,47.610333,3.463833,-0.01
data\obs_vs_mod\horaire\lat_47.6105_lon_2.012_me_0.11.parquet,47.6105,2.012,0.11
data\obs_vs_mod\horaire\lat_47.614333_lon_7.51_me_-0.01.parquet,47.614333,7.51,-0.01
data\obs_vs_mod\horaire\lat_47.6155_lon_0.464333_me_0.01.parquet,47.6155,0.464333,0.01
data\obs_vs_mod\horaire\lat_47.618333_lon_7.253333_me_-0.01.parquet,47.618333,7.253333,-0.01
data\obs_vs_mod\horaire\lat_47.625833_lon_3.133833_me_-0.01.parquet,47.625833,3.133833,-0.01
data\obs_vs_mod\horaire\lat_47.6285_lon_4.3305_me_-0.00.parquet,47.6285,4.3305,-0.0
data\obs_vs_mod\horaire\lat_47.629333_lon_6.876_me_-0.01.parquet,47.629333,6.876,-0.01
data\obs_vs_mod\horaire\lat_47.632_lon_7.212833_me_-0.01.parquet,47.632,7.212833,-0.01
data\obs_vs_mod\horaire\lat_47.633333_lon_-2.75_me_0.00.parquet,47.633333,-2.75,0.0
data\obs_vs_mod\horaire\lat_47.639167_lon_6.1965_me_0.00.parquet,47.639167,6.1965,0.0
data\obs_vs_mod\horaire\lat_47.6415_lon_-2.621333_me_0.00.parquet,47.6415,-2.621333,0.0
data\obs_vs_mod\horaire\lat_47.652333_lon_-3.502333_me_0.00.parquet,47.652333,-3.502333,0.0
data\obs_vs_mod\horaire\lat_47.658_lon_2.985333_me_-0.00.parquet,47.658,2.985333,-0.0
data\obs_vs_mod\horaire\lat_47.659167_lon_-2.971_me_-0.01.parquet,47.659167,-2.971,-0.01
data\obs_vs_mod\horaire\lat_47.6785_lon_1.212333_me_0.01.parquet,47.6785,1.212333,0.01
data\obs_vs_mod\horaire\lat_47.679167_lon_-0.873333_me_-0.01.parquet,47.679167,-0.873333,-0.01
data\obs_vs_mod\horaire\lat_47.682833_lon_3.949_me_-0.00.parquet,47.682833,3.949,-0.0
data\obs_vs_mod\horaire\lat_47.6835_lon_-2.212167_me_0.00.parquet,47.6835,-2.212167,0.0
data\obs_vs_mod\horaire\lat_47.688667_lon_6.0655_me_-0.00.parquet,47.688667,6.0655,-0.0
data\obs_vs_mod\horaire\lat_47.692333_lon_-1.687167_me_0.00.parquet,47.692333,-1.687167,0.0
data\obs_vs_mod\horaire\lat_47.6935_lon_2.366167_me_-0.00.parquet,47.6935,2.366167,-0.0
data\obs_vs_mod\horaire\lat_47.693_lon_4.002_me_-0.00.parquet,47.693,4.002,-0.0
data\obs_vs_mod\horaire\lat_47.695833_lon_2.957833_me_-0.01.parquet,47.695833,2.957833,-0.01
data\obs_vs_mod\horaire\lat_47.698333_lon_-0.871_me_-0.00.parquet,47.698333,-0.871,-0.0
data\obs_vs_mod\horaire\lat_47.701667_lon_-3.311667_me_0.01.parquet,47.701667,-3.311667,0.01
data\obs_vs_mod\horaire\lat_47.704333_lon_6.984167_me_-0.00.parquet,47.704333,6.984167,-0.0
data\obs_vs_mod\horaire\lat_47.713_lon_0.088167_me_0.00.parquet,47.713,0.088167,0.0
data\obs_vs_mod\horaire\lat_47.7195_lon_4.948167_me_-0.01.parquet,47.7195,4.948167,-0.01
data\obs_vs_mod\horaire\lat_47.738333_lon_7.143333_me_-0.01.parquet,47.738333,7.143333,-0.01
data\obs_vs_mod\horaire\lat_47.741667_lon_6.835_me_-0.02.parquet,47.741667,6.835,-0.02
data\obs_vs_mod\horaire\lat_47.74_lon_-1.188333_me_0.01.parquet,47.74,-1.188333,0.01
data\obs_vs_mod\horaire\lat_47.751667_lon_0.873333_me_0.01.parquet,47.751667,0.873333,0.01
data\obs_vs_mod\horaire\lat_47.751667_lon_3.645_me_0.01.parquet,47.751667,3.645,0.01
data\obs_vs_mod\horaire\lat_47.75_lon_7.288833_me_-0.01.parquet,47.75,7.288833,-0.01
data\obs_vs_mod\horaire\lat_47.762833_lon_-3.435667_me_-0.01.parquet,47.762833,-3.435667,-0.01
data\obs_vs_mod\horaire\lat_47.7655_lon_-2.387167_me_-0.00.parquet,47.7655,-2.387167,-0.0
data\obs_vs_mod\horaire\lat_47.773333_lon_6.99_me_-0.02.parquet,47.773333,6.99,-0.02
data\obs_vs_mod\horaire\lat_47.780167_lon_-1.765_me_0.01.parquet,47.780167,-1.765,0.01
data\obs_vs_mod\horaire\lat_47.7815_lon_3.1895_me_-0.00.parquet,47.7815,3.1895,-0.0
data\obs_vs_mod\horaire\lat_47.783_lon_5.0535_me_-0.01.parquet,47.783,5.0535,-0.01
data\obs_vs_mod\horaire\lat_47.784167_lon_6.730833_me_-0.01.parquet,47.784167,6.730833,-0.01
data\obs_vs_mod\horaire\lat_47.784333_lon_5.615333_me_-0.02.parquet,47.784333,5.615333,-0.02
data\obs_vs_mod\horaire\lat_47.787_lon_6.363833_me_-0.00.parquet,47.787,6.363833,-0.0
data\obs_vs_mod\horaire\lat_47.7975_lon_-4.374833_me_0.02.parquet,47.7975,-4.374833,0.02
data\obs_vs_mod\horaire\lat_47.798333_lon_1.341667_me_0.02.parquet,47.798333,1.341667,0.02
data\obs_vs_mod\horaire\lat_47.8015_lon_3.5455_me_-0.00.parquet,47.8015,3.5455,-0.0
data\obs_vs_mod\horaire\lat_47.801667_lon_1.091667_me_-0.00.parquet,47.801667,1.091667,-0.0
data\obs_vs_mod\horaire\lat_47.804667_lon_-3.271_me_-0.01.parquet,47.804667,-3.271,-0.01
data\obs_vs_mod\horaire\lat_47.812667_lon_6.842667_me_-0.05.parquet,47.812667,6.842667,-0.05
data\obs_vs_mod\horaire\lat_47.8155_lon_6.873833_me_-0.05.parquet,47.8155,6.873833,-0.05
data\obs_vs_mod\horaire\lat_47.822_lon_3.791167_me_0.00.parquet,47.822,3.791167,0.0
data\obs_vs_mod\horaire\lat_47.826667_lon_-3.245_me_-0.01.parquet,47.826667,-3.245,-0.01
data\obs_vs_mod\horaire\lat_47.830833_lon_6.791333_me_0.00.parquet,47.830833,6.791333,0.0
data\obs_vs_mod\horaire\lat_47.833333_lon_-1.31_me_0.01.parquet,47.833333,-1.31,0.01
data\obs_vs_mod\horaire\lat_47.836_lon_5.990167_me_-0.00.parquet,47.836,5.990167,-0.0
data\obs_vs_mod\horaire\lat_47.840167_lon_-0.302667_me_0.00.parquet,47.840167,-0.302667,0.0
data\obs_vs_mod\horaire\lat_47.841333_lon_-3.868833_me_-0.00.parquet,47.841333,-3.868833,-0.0
data\obs_vs_mod\horaire\lat_47.843667_lon_5.3375_me_0.00.parquet,47.843667,5.3375,0.0
data\obs_vs_mod\horaire\lat_47.849333_lon_4.581333_me_-0.01.parquet,47.849333,4.581333,-0.01
data\obs_vs_mod\horaire\lat_47.852_lon_4.2245_me_-0.00.parquet,47.852,4.2245,-0.0
data\obs_vs_mod\horaire\lat_47.868167_lon_3.995_me_0.00.parquet,47.868167,3.995,0.0
data\obs_vs_mod\horaire\lat_47.871667_lon_-3.573333_me_-0.01.parquet,47.871667,-3.573333,-0.01
data\obs_vs_mod\horaire\lat_47.875333_lon_7.056833_me_-0.03.parquet,47.875333,7.056833,-0.03
data\obs_vs_mod\horaire\lat_47.879_lon_-3.709167_me_-0.01.parquet,47.879,-3.709167,-0.01
data\obs_vs_mod\horaire\lat_47.87_lon_-3.015_me_0.01.parquet,47.87,-3.015,0.01
data\obs_vs_mod\horaire\lat_47.883333_lon_-2.766667_me_-0.01.parquet,47.883333,-2.766667,-0.01
data\obs_vs_mod\horaire\lat_47.884333_lon_-2.728833_me_-0.00.parquet,47.884333,-2.728833,-0.0
data\obs_vs_mod\horaire\lat_47.885333_lon_0.5595_me_0.00.parquet,47.885333,0.5595,0.0
data\obs_vs_mod\horaire\lat_47.88_lon_2.986667_me_0.00.parquet,47.88,2.986667,0.0
data\obs_vs_mod\horaire\lat_47.891_lon_-0.542333_me_0.00.parquet,47.891,-0.542333,0.0
data\obs_vs_mod\horaire\lat_47.895_lon_5.092167_me_-0.00.parquet,47.895,5.092167,-0.0
data\obs_vs_mod\horaire\lat_47.8985_lon_6.388833_me_-0.01.parquet,47.8985,6.388833,-0.01
data\obs_vs_mod\horaire\lat_47.904_lon_1.522167_me_0.00.parquet,47.904,1.522167,0.0
data\obs_vs_mod\horaire\lat_47.916167_lon_-3.3445_me_-0.01.parquet,47.916167,-3.3445,-0.01
data\obs_vs_mod\horaire\lat_47.918_lon_5.435833_me_0.01.parquet,47.918,5.435833,0.01
data\obs_vs_mod\horaire\lat_47.921667_lon_0.851667_me_0.01.parquet,47.921667,0.851667,0.01
data\obs_vs_mod\horaire\lat_47.923_lon_7.031667_me_-0.01.parquet,47.923,7.031667,-0.01
data\obs_vs_mod\horaire\lat_47.927333_lon_-1.297333_me_0.00.parquet,47.927333,-1.297333,0.0
