file,lat,lon,me
data\obs_vs_mod\horaire\lat_44.544333_lon_-0.326833_me_-0.00.parquet,44.544333,-0.326833,-0.0
data\obs_vs_mod\horaire\lat_44.545_lon_-0.348333_me_0.01.parquet,44.545,-0.348333,0.01
data\obs_vs_mod\horaire\lat_44.545_lon_4.824167_me_-0.01.parquet,44.545,4.824167,-0.01
data\obs_vs_mod\horaire\lat_44.5545_lon_5.284833_me_-0.00.parquet,44.5545,5.284833,-0.0
data\obs_vs_mod\horaire\lat_44.558333_lon_-0.168333_me_-0.01.parquet,44.558333,-0.168333,-0.01
data\obs_vs_mod\horaire\lat_44.566667_lon_5.750167_me_-0.00.parquet,44.566667,5.750167,-0.0
data\obs_vs_mod\horaire\lat_44.568333_lon_-0.295_me_0.00.parquet,44.568333,-0.295,0.0
data\obs_vs_mod\horaire\lat_44.568333_lon_-0.55_me_0.00.parquet,44.568333,-0.55,0.0
data\obs_vs_mod\horaire\lat_44.571167_lon_6.508667_me_-0.01.parquet,44.571167,6.508667,-0.01
data\obs_vs_mod\horaire\lat_44.575167_lon_2.2405_me_-0.00.parquet,44.575167,2.2405,-0.0
data\obs_vs_mod\horaire\lat_44.575333_lon_2.004667_me_0.00.parquet,44.575333,2.004667,0.0
data\obs_vs_mod\horaire\lat_44.577667_lon_6.079833_me_-0.01.parquet,44.577667,6.079833,-0.01
data\obs_vs_mod\horaire\lat_44.580167_lon_5.142833_me_-0.01.parquet,44.580167,5.142833,-0.01
data\obs_vs_mod\horaire\lat_44.581167_lon_4.733_me_-0.01.parquet,44.581167,4.733,-0.01
data\obs_vs_mod\horaire\lat_44.5815_lon_4.497333_me_-0.01.parquet,44.5815,4.497333,-0.01
data\obs_vs_mod\horaire\lat_44.581667_lon_-0.345_me_0.01.parquet,44.581667,-0.345,0.01
data\obs_vs_mod\horaire\lat_44.583333_lon_2.033333_me_-0.01.parquet,44.583333,2.033333,-0.01
data\obs_vs_mod\horaire\lat_44.585667_lon_0.900333_me_-0.00.parquet,44.585667,0.900333,-0.0
data\obs_vs_mod\horaire\lat_44.601667_lon_4.409833_me_-0.00.parquet,44.601667,4.409833,-0.0
data\obs_vs_mod\horaire\lat_44.603333_lon_2.405_me_-0.01.parquet,44.603333,2.405,-0.01
data\obs_vs_mod\horaire\lat_44.606333_lon_4.241333_me_-0.01.parquet,44.606333,4.241333,-0.01
data\obs_vs_mod\horaire\lat_44.617333_lon_5.451_me_-0.01.parquet,44.617333,5.451,-0.01
data\obs_vs_mod\horaire\lat_44.618167_lon_4.976833_me_-0.01.parquet,44.618167,4.976833,-0.01
data\obs_vs_mod\horaire\lat_44.621667_lon_-0.081667_me_0.01.parquet,44.621667,-0.081667,0.01
data\obs_vs_mod\horaire\lat_44.628333_lon_4.566333_me_-0.02.parquet,44.628333,4.566333,-0.02
data\obs_vs_mod\horaire\lat_44.6285_lon_4.5665_me_-0.00.parquet,44.6285,4.5665,-0.0
data\obs_vs_mod\horaire\lat_44.630667_lon_-1.252_me_0.01.parquet,44.630667,-1.252,0.01
data\obs_vs_mod\horaire\lat_44.631333_lon_2.985167_me_0.02.parquet,44.631333,2.985167,0.02
data\obs_vs_mod\horaire\lat_44.633333_lon_3.238167_me_0.01.parquet,44.633333,3.238167,0.01
data\obs_vs_mod\horaire\lat_44.642_lon_2.9955_me_0.01.parquet,44.642,2.9955,0.01
data\obs_vs_mod\horaire\lat_44.643333_lon_-1.165_me_0.01.parquet,44.643333,-1.165,0.01
data\obs_vs_mod\horaire\lat_44.643333_lon_4.871667_me_-0.01.parquet,44.643333,4.871667,-0.01
data\obs_vs_mod\horaire\lat_44.647667_lon_3.419667_me_-0.00.parquet,44.647667,3.419667,-0.0
data\obs_vs_mod\horaire\lat_44.656667_lon_-0.808333_me_0.00.parquet,44.656667,-0.808333,0.0
data\obs_vs_mod\horaire\lat_44.656667_lon_3.5435_me_0.02.parquet,44.656667,3.5435,0.02
data\obs_vs_mod\horaire\lat_44.663333_lon_-1.15_me_0.01.parquet,44.663333,-1.15,0.01
data\obs_vs_mod\horaire\lat_44.666_lon_4.159833_me_-0.02.parquet,44.666,4.159833,-0.02
data\obs_vs_mod\horaire\lat_44.670833_lon_6.209833_me_0.01.parquet,44.670833,6.209833,0.01
data\obs_vs_mod\horaire\lat_44.672833_lon_5.710833_me_0.00.parquet,44.672833,5.710833,0.0
data\obs_vs_mod\horaire\lat_44.674667_lon_5.615167_me_-0.01.parquet,44.674667,5.615167,-0.01
data\obs_vs_mod\horaire\lat_44.6785_lon_1.6895_me_0.01.parquet,44.6785,1.6895,0.01
data\obs_vs_mod\horaire\lat_44.67_lon_1.651667_me_0.00.parquet,44.67,1.651667,0.0
data\obs_vs_mod\horaire\lat_44.683333_lon_-0.733333_me_0.01.parquet,44.683333,-0.733333,0.01
data\obs_vs_mod\horaire\lat_44.683833_lon_-0.12_me_0.00.parquet,44.683833,-0.12,0.0
data\obs_vs_mod\horaire\lat_44.685_lon_6.08_me_0.00.parquet,44.685,6.08,0.0
data\obs_vs_mod\horaire\lat_44.693333_lon_5.481667_me_-0.02.parquet,44.693333,5.481667,-0.02
data\obs_vs_mod\horaire\lat_44.693833_lon_5.428333_me_-0.01.parquet,44.693833,5.428333,-0.01
data\obs_vs_mod\horaire\lat_44.6995_lon_4.648333_me_-0.00.parquet,44.6995,4.648333,-0.0
data\obs_vs_mod\horaire\lat_44.703667_lon_3.606167_me_0.01.parquet,44.703667,3.606167,0.01
data\obs_vs_mod\horaire\lat_44.7045_lon_6.6_me_-0.03.parquet,44.7045,6.6,-0.03
data\obs_vs_mod\horaire\lat_44.712167_lon_4.352167_me_0.01.parquet,44.712167,4.352167,0.01
data\obs_vs_mod\horaire\lat_44.713333_lon_0.003333_me_0.01.parquet,44.713333,0.003333,0.01
data\obs_vs_mod\horaire\lat_44.713333_lon_2.762_me_0.00.parquet,44.713333,2.762,0.0
data\obs_vs_mod\horaire\lat_44.715333_lon_4.4905_me_-0.01.parquet,44.715333,4.4905,-0.01
data\obs_vs_mod\horaire\lat_44.715667_lon_4.207_me_0.01.parquet,44.715667,4.207,0.01
data\obs_vs_mod\horaire\lat_44.726833_lon_4.990333_me_-0.01.parquet,44.726833,4.990333,-0.01
data\obs_vs_mod\horaire\lat_44.727167_lon_3.279833_me_0.01.parquet,44.727167,3.279833,0.01
data\obs_vs_mod\horaire\lat_44.728667_lon_3.589333_me_-0.00.parquet,44.728667,3.589333,-0.0
data\obs_vs_mod\horaire\lat_44.733333_lon_3.858333_me_-0.00.parquet,44.733333,3.858333,-0.0
data\obs_vs_mod\horaire\lat_44.733833_lon_4.083833_me_0.02.parquet,44.733833,4.083833,0.02
data\obs_vs_mod\horaire\lat_44.734167_lon_2.166_me_-0.00.parquet,44.734167,2.166,-0.0
data\obs_vs_mod\horaire\lat_44.738333_lon_-0.776667_me_0.01.parquet,44.738333,-0.776667,0.01
data\obs_vs_mod\horaire\lat_44.743333_lon_4.128333_me_-0.00.parquet,44.743333,4.128333,-0.0
data\obs_vs_mod\horaire\lat_44.745_lon_1.396667_me_0.00.parquet,44.745,1.396667,0.0
data\obs_vs_mod\horaire\lat_44.746667_lon_3.521667_me_-0.00.parquet,44.746667,3.521667,-0.0
data\obs_vs_mod\horaire\lat_44.748333_lon_3.828333_me_0.00.parquet,44.748333,3.828333,0.0
data\obs_vs_mod\horaire\lat_44.752833_lon_-0.559333_me_-0.01.parquet,44.752833,-0.559333,-0.01
data\obs_vs_mod\horaire\lat_44.7555_lon_3.975333_me_0.02.parquet,44.7555,3.975333,0.02
data\obs_vs_mod\horaire\lat_44.765667_lon_6.9845_me_0.04.parquet,44.765667,6.9845,0.04
data\obs_vs_mod\horaire\lat_44.767667_lon_5.3435_me_-0.01.parquet,44.767667,5.3435,-0.01
data\obs_vs_mod\horaire\lat_44.778_lon_2.689667_me_0.00.parquet,44.778,2.689667,0.0
data\obs_vs_mod\horaire\lat_44.778_lon_5.139_me_0.00.parquet,44.778,5.139,0.0
data\obs_vs_mod\horaire\lat_44.781167_lon_6.736667_me_-0.02.parquet,44.781167,6.736667,-0.02
data\obs_vs_mod\horaire\lat_44.782667_lon_0.956_me_-0.00.parquet,44.782667,0.956,-0.0
data\obs_vs_mod\horaire\lat_44.78_lon_-0.116667_me_0.01.parquet,44.78,-0.116667,0.01
data\obs_vs_mod\horaire\lat_44.78_lon_-0.476667_me_0.00.parquet,44.78,-0.476667,0.0
data\obs_vs_mod\horaire\lat_44.794167_lon_4.830667_me_-0.01.parquet,44.794167,4.830667,-0.01
data\obs_vs_mod\horaire\lat_44.796_lon_6.728_me_-0.03.parquet,44.796,6.728,-0.03
data\obs_vs_mod\horaire\lat_44.79_lon_-0.576667_me_-0.01.parquet,44.79,-0.576667,-0.01
data\obs_vs_mod\horaire\lat_44.8015_lon_3.012667_me_0.00.parquet,44.8015,3.012667,0.0
data\obs_vs_mod\horaire\lat_44.819_lon_4.8895_me_-0.01.parquet,44.819,4.8895,-0.01
data\obs_vs_mod\horaire\lat_44.822833_lon_0.524167_me_-0.00.parquet,44.822833,0.524167,-0.0
data\obs_vs_mod\horaire\lat_44.82_lon_4.488333_me_0.00.parquet,44.82,4.488333,0.0
data\obs_vs_mod\horaire\lat_44.830667_lon_-0.691333_me_-0.01.parquet,44.830667,-0.691333,-0.01
data\obs_vs_mod\horaire\lat_44.8345_lon_5.09_me_-0.01.parquet,44.8345,5.09,-0.01
data\obs_vs_mod\horaire\lat_44.839333_lon_4.524_me_-0.02.parquet,44.839333,4.524,-0.02
data\obs_vs_mod\horaire\lat_44.845_lon_-0.14_me_0.01.parquet,44.845,-0.14,0.01
data\obs_vs_mod\horaire\lat_44.846667_lon_-0.391667_me_0.01.parquet,44.846667,-0.391667,0.01
data\obs_vs_mod\horaire\lat_44.858_lon_3.843667_me_0.01.parquet,44.858,3.843667,0.01
data\obs_vs_mod\horaire\lat_44.85_lon_0.523333_me_-0.00.parquet,44.85,0.523333,-0.0
data\obs_vs_mod\horaire\lat_44.87_lon_-0.94_me_-0.00.parquet,44.87,-0.94,-0.0
data\obs_vs_mod\horaire\lat_44.880333_lon_6.640333_me_-0.02.parquet,44.880333,6.640333,-0.02
data\obs_vs_mod\horaire\lat_44.8915_lon_2.419167_me_0.00.parquet,44.8915,2.419167,0.0
data\obs_vs_mod\horaire\lat_44.891667_lon_-0.231667_me_0.01.parquet,44.891667,-0.231667,0.01
data\obs_vs_mod\horaire\lat_44.893333_lon_4.626667_me_-0.00.parquet,44.893333,4.626667,-0.0
data\obs_vs_mod\horaire\lat_44.898667_lon_1.225833_me_0.01.parquet,44.898667,1.225833,0.01
data\obs_vs_mod\horaire\lat_44.9005_lon_4.161_me_0.03.parquet,44.9005,4.161,0.03
data\obs_vs_mod\horaire\lat_44.908333_lon_6.635_me_-0.03.parquet,44.908333,6.635,-0.03
data\obs_vs_mod\horaire\lat_44.912333_lon_4.1545_me_0.03.parquet,44.912333,4.1545,0.03
data\obs_vs_mod\horaire\lat_44.914833_lon_4.4375_me_-0.01.parquet,44.914833,4.4375,-0.01
data\obs_vs_mod\horaire\lat_44.914833_lon_4.971833_me_-0.01.parquet,44.914833,4.971833,-0.01
data\obs_vs_mod\horaire\lat_44.915_lon_-0.648333_me_-0.01.parquet,44.915,-0.648333,-0.01
data\obs_vs_mod\horaire\lat_44.917667_lon_-0.188_me_-0.01.parquet,44.917667,-0.188,-0.01
data\obs_vs_mod\horaire\lat_44.931667_lon_-0.188333_me_0.01.parquet,44.931667,-0.188333,0.01
data\obs_vs_mod\horaire\lat_44.935_lon_5.786167_me_0.01.parquet,44.935,5.786167,0.01
data\obs_vs_mod\horaire\lat_44.936667_lon_1.364667_me_-0.01.parquet,44.936667,1.364667,-0.01
data\obs_vs_mod\horaire\lat_44.947667_lon_3.38_me_-0.00.parquet,44.947667,3.38,-0.0
data\obs_vs_mod\horaire\lat_44.9615_lon_5.422167_me_0.00.parquet,44.9615,5.422167,0.0
data\obs_vs_mod\horaire\lat_44.965333_lon_2.0_me_0.01.parquet,44.965333,2.0,0.01
data\obs_vs_mod\horaire\lat_44.966167_lon_3.539833_me_0.01.parquet,44.966167,3.539833,0.01
data\obs_vs_mod\horaire\lat_44.968333_lon_1.416667_me_-0.01.parquet,44.968333,1.416667,-0.01
data\obs_vs_mod\horaire\lat_44.980167_lon_4.931333_me_-0.01.parquet,44.980167,4.931333,-0.01
data\obs_vs_mod\horaire\lat_44.983667_lon_1.988333_me_-0.01.parquet,44.983667,1.988333,-0.01
data\obs_vs_mod\horaire\lat_44.990667_lon_5.165167_me_-0.01.parquet,44.990667,5.165167,-0.01
data\obs_vs_mod\horaire\lat_44.997833_lon_4.368_me_0.00.parquet,44.997833,4.368,0.0
data\obs_vs_mod\horaire\lat_45.001333_lon_3.221333_me_0.00.parquet,45.001333,3.221333,0.0
data\obs_vs_mod\horaire\lat_45.009167_lon_5.2925_me_-0.00.parquet,45.009167,5.2925,-0.0
data\obs_vs_mod\horaire\lat_45.011167_lon_1.704833_me_-0.00.parquet,45.011167,1.704833,-0.0
data\obs_vs_mod\horaire\lat_45.0155_lon_4.671167_me_-0.00.parquet,45.0155,4.671167,-0.0
data\obs_vs_mod\horaire\lat_45.024333_lon_3.067333_me_-0.00.parquet,45.024333,3.067333,-0.0
data\obs_vs_mod\horaire\lat_45.025_lon_4.239833_me_0.03.parquet,45.025,4.239833,0.03
data\obs_vs_mod\horaire\lat_45.027167_lon_-0.472667_me_0.00.parquet,45.027167,-0.472667,0.0
data\obs_vs_mod\horaire\lat_45.030833_lon_6.361667_me_0.03.parquet,45.030833,6.361667,0.03
data\obs_vs_mod\horaire\lat_45.034667_lon_-0.255167_me_0.01.parquet,45.034667,-0.255167,0.01
data\obs_vs_mod\horaire\lat_45.036333_lon_1.491667_me_-0.01.parquet,45.036333,1.491667,-0.01
data\obs_vs_mod\horaire\lat_45.038333_lon_0.176667_me_0.02.parquet,45.038333,0.176667,0.02
data\obs_vs_mod\horaire\lat_45.0415_lon_3.8895_me_-0.00.parquet,45.0415,3.8895,-0.0
data\obs_vs_mod\horaire\lat_45.050167_lon_4.998667_me_-0.01.parquet,45.050167,4.998667,-0.01
data\obs_vs_mod\horaire\lat_45.051667_lon_-1.055_me_-0.01.parquet,45.051667,-1.055,-0.01
data\obs_vs_mod\horaire\lat_45.054667_lon_3.8945_me_0.00.parquet,45.054667,3.8945,0.0
data\obs_vs_mod\horaire\lat_45.0585_lon_4.8835_me_-0.00.parquet,45.0585,4.8835,-0.0
data\obs_vs_mod\horaire\lat_45.063667_lon_4.698_me_-0.01.parquet,45.063667,4.698,-0.01
data\obs_vs_mod\horaire\lat_45.068333_lon_-0.773333_me_0.00.parquet,45.068333,-0.773333,0.0
data\obs_vs_mod\horaire\lat_45.06_lon_-0.505_me_0.01.parquet,45.06,-0.505,0.01
data\obs_vs_mod\horaire\lat_45.0745_lon_3.764_me_0.01.parquet,45.0745,3.764,0.01
data\obs_vs_mod\horaire\lat_45.074667_lon_2.990667_me_0.01.parquet,45.074667,2.990667,0.01
data\obs_vs_mod\horaire\lat_45.0785_lon_5.561_me_-0.00.parquet,45.0785,5.561,-0.0
data\obs_vs_mod\horaire\lat_45.080833_lon_2.747667_me_-0.02.parquet,45.080833,2.747667,-0.02
data\obs_vs_mod\horaire\lat_45.081667_lon_4.453333_me_0.01.parquet,45.081667,4.453333,0.01
data\obs_vs_mod\horaire\lat_45.087833_lon_6.085667_me_0.02.parquet,45.087833,6.085667,0.02
data\obs_vs_mod\horaire\lat_45.095_lon_-0.59_me_0.01.parquet,45.095,-0.59,0.01
data\obs_vs_mod\horaire\lat_45.098833_lon_4.061333_me_0.00.parquet,45.098833,4.061333,0.0
data\obs_vs_mod\horaire\lat_45.101333_lon_1.9375_me_-0.00.parquet,45.101333,1.9375,-0.0
data\obs_vs_mod\horaire\lat_45.108333_lon_-0.743333_me_0.01.parquet,45.108333,-0.743333,0.01
data\obs_vs_mod\horaire\lat_45.1125_lon_4.828833_me_-0.01.parquet,45.1125,4.828833,-0.01
data\obs_vs_mod\horaire\lat_45.112667_lon_1.0385_me_-0.00.parquet,45.112667,1.0385,-0.0
data\obs_vs_mod\horaire\lat_45.113167_lon_4.938667_me_-0.01.parquet,45.113167,4.938667,-0.01
data\obs_vs_mod\horaire\lat_45.128333_lon_-0.293333_me_0.01.parquet,45.128333,-0.293333,0.01
data\obs_vs_mod\horaire\lat_45.128_lon_5.878333_me_0.01.parquet,45.128,5.878333,0.01
data\obs_vs_mod\horaire\lat_45.133833_lon_4.123333_me_0.00.parquet,45.133833,4.123333,0.0
data\obs_vs_mod\horaire\lat_45.135167_lon_-0.4355_me_0.01.parquet,45.135167,-0.4355,0.01
data\obs_vs_mod\horaire\lat_45.139_lon_2.096_me_-0.01.parquet,45.139,2.096,-0.01
data\obs_vs_mod\horaire\lat_45.140167_lon_5.306_me_-0.01.parquet,45.140167,5.306,-0.01
data\obs_vs_mod\horaire\lat_45.145833_lon_3.665_me_-0.01.parquet,45.145833,3.665,-0.01
data\obs_vs_mod\horaire\lat_45.146667_lon_1.473333_me_-0.00.parquet,45.146667,1.473333,-0.0
data\obs_vs_mod\horaire\lat_45.14_lon_4.665_me_-0.01.parquet,45.14,4.665,-0.01
data\obs_vs_mod\horaire\lat_45.1595_lon_0.676667_me_-0.01.parquet,45.1595,0.676667,-0.01
data\obs_vs_mod\horaire\lat_45.173833_lon_4.9025_me_-0.00.parquet,45.173833,4.9025,-0.0
data\obs_vs_mod\horaire\lat_45.175_lon_-0.75_me_0.00.parquet,45.175,-0.75,0.0
data\obs_vs_mod\horaire\lat_45.176667_lon_0.7_me_-0.00.parquet,45.176667,0.7,-0.0
data\obs_vs_mod\horaire\lat_45.178333_lon_3.174167_me_0.01.parquet,45.178333,3.174167,0.01
data\obs_vs_mod\horaire\lat_45.183333_lon_-0.771667_me_0.00.parquet,45.183333,-0.771667,0.0
data\obs_vs_mod\horaire\lat_45.193667_lon_6.674167_me_-0.00.parquet,45.193667,6.674167,-0.0
data\obs_vs_mod\horaire\lat_45.195_lon_0.816667_me_0.03.parquet,45.195,0.816667,0.03
data\obs_vs_mod\horaire\lat_45.214333_lon_-0.782833_me_0.01.parquet,45.214333,-0.782833,0.01
data\obs_vs_mod\horaire\lat_45.214_lon_6.716833_me_0.00.parquet,45.214,6.716833,0.0
data\obs_vs_mod\horaire\lat_45.217167_lon_5.8485_me_-0.02.parquet,45.217167,5.8485,-0.02
data\obs_vs_mod\horaire\lat_45.218167_lon_6.4645_me_-0.02.parquet,45.218167,6.4645,-0.02
data\obs_vs_mod\horaire\lat_45.220167_lon_-0.291833_me_-0.00.parquet,45.220167,-0.291833,-0.0
data\obs_vs_mod\horaire\lat_45.222167_lon_2.293167_me_-0.00.parquet,45.222167,2.293167,-0.0
data\obs_vs_mod\horaire\lat_45.229333_lon_5.071833_me_-0.01.parquet,45.229333,5.071833,-0.01
data\obs_vs_mod\horaire\lat_45.2425_lon_1.740333_me_-0.01.parquet,45.2425,1.740333,-0.01
data\obs_vs_mod\horaire\lat_45.252333_lon_4.822333_me_-0.00.parquet,45.252333,4.822333,-0.0
data\obs_vs_mod\horaire\lat_45.260333_lon_4.783667_me_0.01.parquet,45.260333,4.783667,0.01
data\obs_vs_mod\horaire\lat_45.262_lon_0.003333_me_0.00.parquet,45.262,0.003333,0.0
data\obs_vs_mod\horaire\lat_45.265333_lon_6.016_me_-0.00.parquet,45.265333,6.016,-0.0
data\obs_vs_mod\horaire\lat_45.265833_lon_3.742833_me_0.00.parquet,45.265833,3.742833,0.0
data\obs_vs_mod\horaire\lat_45.266667_lon_6.333333_me_-0.00.parquet,45.266667,6.333333,-0.0
data\obs_vs_mod\horaire\lat_45.269333_lon_6.899167_me_0.00.parquet,45.269333,6.899167,0.0
data\obs_vs_mod\horaire\lat_45.271167_lon_4.930333_me_-0.01.parquet,45.271167,4.930333,-0.01
data\obs_vs_mod\horaire\lat_45.279833_lon_1.416_me_-0.00.parquet,45.279833,1.416,-0.0
data\obs_vs_mod\horaire\lat_45.27_lon_4.681667_me_0.00.parquet,45.27,4.681667,0.0
data\obs_vs_mod\horaire\lat_45.27_lon_4.816667_me_-0.00.parquet,45.27,4.816667,-0.0
data\obs_vs_mod\horaire\lat_45.2835_lon_2.039833_me_-0.00.parquet,45.2835,2.039833,-0.0
data\obs_vs_mod\horaire\lat_45.286167_lon_4.705833_me_-0.00.parquet,45.286167,4.705833,-0.0
data\obs_vs_mod\horaire\lat_45.298667_lon_4.5735_me_0.01.parquet,45.298667,4.5735,0.01
data\obs_vs_mod\horaire\lat_45.300333_lon_3.419667_me_0.00.parquet,45.300333,3.419667,0.0
data\obs_vs_mod\horaire\lat_45.302667_lon_2.833_me_0.01.parquet,45.302667,2.833,0.01
data\obs_vs_mod\horaire\lat_45.310167_lon_-0.921333_me_0.00.parquet,45.310167,-0.921333,0.0
data\obs_vs_mod\horaire\lat_45.314_lon_4.231167_me_0.01.parquet,45.314,4.231167,0.01
data\obs_vs_mod\horaire\lat_45.317333_lon_5.803833_me_-0.04.parquet,45.317333,5.803833,-0.04
data\obs_vs_mod\horaire\lat_45.320167_lon_3.016_me_-0.00.parquet,45.320167,3.016,-0.0
data\obs_vs_mod\horaire\lat_45.3215_lon_1.772667_me_-0.01.parquet,45.3215,1.772667,-0.01
data\obs_vs_mod\horaire\lat_45.343333_lon_5.816667_me_-0.03.parquet,45.343333,5.816667,-0.03
data\obs_vs_mod\horaire\lat_45.3435_lon_6.307167_me_-0.01.parquet,45.3435,6.307167,-0.01
data\obs_vs_mod\horaire\lat_45.346667_lon_0.118333_me_0.01.parquet,45.346667,0.118333,0.01
data\obs_vs_mod\horaire\lat_45.352667_lon_4.470833_me_0.03.parquet,45.352667,4.470833,0.03
data\obs_vs_mod\horaire\lat_45.355333_lon_5.596333_me_-0.01.parquet,45.355333,5.596333,-0.01
data\obs_vs_mod\horaire\lat_45.357833_lon_0.319333_me_-0.00.parquet,45.357833,0.319333,-0.0
data\obs_vs_mod\horaire\lat_45.361167_lon_4.559833_me_0.03.parquet,45.361167,4.559833,0.03
data\obs_vs_mod\horaire\lat_45.364_lon_5.313333_me_0.00.parquet,45.364,5.313333,0.0
data\obs_vs_mod\horaire\lat_45.371667_lon_-0.901667_me_-0.00.parquet,45.371667,-0.901667,-0.0
data\obs_vs_mod\horaire\lat_45.378167_lon_4.2885_me_0.01.parquet,45.378167,4.2885,0.01
data\obs_vs_mod\horaire\lat_45.378333_lon_-0.2695_me_0.01.parquet,45.378333,-0.2695,0.01
data\obs_vs_mod\horaire\lat_45.378667_lon_-1.119167_me_0.00.parquet,45.378667,-1.119167,0.0
data\obs_vs_mod\horaire\lat_45.379167_lon_2.2815_me_-0.00.parquet,45.379167,2.2815,-0.0
data\obs_vs_mod\horaire\lat_45.3875_lon_6.5895_me_0.05.parquet,45.3875,6.5895,0.05
data\obs_vs_mod\horaire\lat_45.388667_lon_4.687333_me_0.02.parquet,45.388667,4.687333,0.02
data\obs_vs_mod\horaire\lat_45.392667_lon_4.6105_me_0.03.parquet,45.392667,4.6105,0.03
data\obs_vs_mod\horaire\lat_45.392667_lon_5.657333_me_-0.01.parquet,45.392667,5.657333,-0.01
data\obs_vs_mod\horaire\lat_45.396333_lon_1.568167_me_-0.00.parquet,45.396333,1.568167,-0.0
data\obs_vs_mod\horaire\lat_45.398833_lon_2.059167_me_-0.01.parquet,45.398833,2.059167,-0.01
data\obs_vs_mod\horaire\lat_45.3_lon_-0.066667_me_0.02.parquet,45.3,-0.066667,0.02
data\obs_vs_mod\horaire\lat_45.3_lon_4.853333_me_0.00.parquet,45.3,4.853333,0.0
data\obs_vs_mod\horaire\lat_45.410333_lon_1.411167_me_-0.01.parquet,45.410333,1.411167,-0.01
data\obs_vs_mod\horaire\lat_45.411667_lon_1.071667_me_-0.00.parquet,45.411667,1.071667,-0.0
data\obs_vs_mod\horaire\lat_45.421833_lon_4.417667_me_0.01.parquet,45.421833,4.417667,0.01
data\obs_vs_mod\horaire\lat_45.435333_lon_4.368167_me_-0.00.parquet,45.435333,4.368167,-0.0
data\obs_vs_mod\horaire\lat_45.436167_lon_4.072_me_0.00.parquet,45.436167,4.072,0.0
data\obs_vs_mod\horaire\lat_45.444833_lon_6.978167_me_0.02.parquet,45.444833,6.978167,0.02
data\obs_vs_mod\horaire\lat_45.458333_lon_-0.409667_me_-0.01.parquet,45.458333,-0.409667,-0.01
data\obs_vs_mod\horaire\lat_45.459833_lon_4.485667_me_0.01.parquet,45.459833,4.485667,0.01
data\obs_vs_mod\horaire\lat_45.45_lon_-0.033333_me_0.01.parquet,45.45,-0.033333,0.01
data\obs_vs_mod\horaire\lat_45.45_lon_-0.111667_me_0.01.parquet,45.45,-0.111667,0.01
data\obs_vs_mod\horaire\lat_45.461_lon_3.532667_me_0.00.parquet,45.461,3.532667,0.0
data\obs_vs_mod\horaire\lat_45.466667_lon_-0.25_me_0.01.parquet,45.466667,-0.25,0.01
data\obs_vs_mod\horaire\lat_45.466667_lon_4.389667_me_-0.00.parquet,45.466667,4.389667,-0.0
data\obs_vs_mod\horaire\lat_45.467_lon_6.907167_me_0.00.parquet,45.467,6.907167,0.0
data\obs_vs_mod\horaire\lat_45.4755_lon_0.848333_me_-0.01.parquet,45.4755,0.848333,-0.01
data\obs_vs_mod\horaire\lat_45.478333_lon_0.253333_me_0.00.parquet,45.478333,0.253333,0.0
data\obs_vs_mod\horaire\lat_45.478667_lon_4.810667_me_0.00.parquet,45.478667,4.810667,0.0
data\obs_vs_mod\horaire\lat_45.491_lon_4.534167_me_0.00.parquet,45.491,4.534167,0.0
data\obs_vs_mod\horaire\lat_45.493833_lon_6.049167_me_-0.02.parquet,45.493833,6.049167,-0.02
data\obs_vs_mod\horaire\lat_45.494667_lon_-0.7645_me_0.00.parquet,45.494667,-0.7645,0.0
data\obs_vs_mod\horaire\lat_45.495_lon_-1.08_me_-0.00.parquet,45.495,-1.08,-0.0
data\obs_vs_mod\horaire\lat_45.4_lon_-0.216667_me_0.01.parquet,45.4,-0.216667,0.01
data\obs_vs_mod\horaire\lat_45.501667_lon_2.865833_me_-0.02.parquet,45.501667,2.865833,-0.02
data\obs_vs_mod\horaire\lat_45.513667_lon_1.243833_me_-0.01.parquet,45.513667,1.243833,-0.01
data\obs_vs_mod\horaire\lat_45.516833_lon_3.742667_me_-0.00.parquet,45.516833,3.742667,-0.0
data\obs_vs_mod\horaire\lat_45.523333_lon_-0.283333_me_0.01.parquet,45.523333,-0.283333,0.01
data\obs_vs_mod\horaire\lat_45.527667_lon_2.281667_me_-0.01.parquet,45.527667,2.281667,-0.01
data\obs_vs_mod\horaire\lat_45.533833_lon_4.538667_me_0.00.parquet,45.533833,4.538667,0.0
data\obs_vs_mod\horaire\lat_45.533_lon_2.7745_me_0.08.parquet,45.533,2.7745,0.08
data\obs_vs_mod\horaire\lat_45.534333_lon_2.154333_me_-0.00.parquet,45.534333,2.154333,-0.0
data\obs_vs_mod\horaire\lat_45.535333_lon_3.262333_me_0.00.parquet,45.535333,3.262333,0.0
data\obs_vs_mod\horaire\lat_45.545667_lon_4.293833_me_-0.01.parquet,45.545667,4.293833,-0.01
data\obs_vs_mod\horaire\lat_45.551833_lon_2.8125_me_0.00.parquet,45.551833,2.8125,0.0
data\obs_vs_mod\horaire\lat_45.558333_lon_2.296667_me_-0.00.parquet,45.558333,2.296667,-0.0
data\obs_vs_mod\horaire\lat_45.5645_lon_0.832667_me_-0.02.parquet,45.5645,0.832667,-0.02
data\obs_vs_mod\horaire\lat_45.564833_lon_4.442833_me_0.00.parquet,45.564833,4.442833,0.0
data\obs_vs_mod\horaire\lat_45.564833_lon_5.795833_me_-0.02.parquet,45.564833,5.795833,-0.02
