lat,lon,altitude
47.2766,2.381,219.3
47.2772,2.4142,269.2
47.2779,2.4473,274.2
47.2786,2.4804,250.2
47.2792,2.5135,241.4
47.2799,2.5466,279.2
47.2805,2.5798,338.7
47.2811,2.6129,387.5
47.2817,2.646,319.7
47.2823,2.6791,285.6
47.2829,2.7122,261.7
47.2835,2.7454,251.2
47.2841,2.7785,200.4
47.2847,2.8116,190.9
47.2852,2.8447,191.3
47.2858,2.8779,170.6
47.2863,2.911,148.5
47.2868,2.9441,162.1
47.2874,2.9773,189.2
47.2879,3.0104,185.4
47.2884,3.0435,179.6
47.2889,3.0766,186.7
47.2894,3.1098,199.7
47.2898,3.1429,226.2
47.2903,3.176,285.8
47.2907,3.2092,306.9
47.2912,3.2423,310.0
47.2916,3.2754,270.9
47.2921,3.3086,285.2
47.2925,3.3417,298.2
47.2929,3.3748,334.2
47.2933,3.408,256.8
47.2937,3.4411,227.5
47.2941,3.4743,242.3
47.2944,3.5074,264.1
47.2948,3.5405,272.0
47.2951,3.5737,232.2
47.2955,3.6068,205.2
47.2958,3.64,210.0
47.2961,3.6731,195.1
47.2965,3.7062,216.2
47.2968,3.7394,237.2
47.2971,3.7725,237.0
47.2973,3.8057,395.6
47.2976,3.8388,483.1
47.2979,3.8719,559.8
47.2981,3.9051,450.2
47.2984,3.9382,525.5
47.2986,3.9714,541.8
47.2989,4.0045,473.1
47.2991,4.0377,524.9
47.2993,4.0708,623.3
47.2995,4.1039,600.0
47.2997,4.1371,578.4
47.2999,4.1702,575.4
47.3,4.2034,553.5
47.3002,4.2365,510.1
47.3004,4.2697,454.3
47.3005,4.3028,390.4
47.3006,4.336,397.7
47.3008,4.3691,370.3
47.3009,4.4022,485.0
47.301,4.4354,525.8
47.3011,4.4685,461.0
47.3012,4.5017,385.3
47.3013,4.5348,446.9
47.3013,4.568,519.5
47.3014,4.6011,475.6
47.3014,4.6343,470.5
47.3015,4.6674,496.2
47.3015,4.7006,508.2
47.3015,4.7337,454.4
47.3016,4.7669,370.4
47.3016,4.8,312.7
47.3016,4.8331,345.0
47.3015,4.8663,316.3
47.3015,4.8994,399.7
47.3015,4.9326,448.5
47.3014,4.9657,389.3
47.3014,4.9989,306.1
47.3013,5.032,236.2
47.3013,5.0652,234.3
47.3012,5.0983,228.5
47.3011,5.1315,211.9
47.301,5.1646,210.7
47.3009,5.1978,208.2
47.3008,5.2309,209.6
47.3006,5.264,225.1
47.3005,5.2972,221.6
47.3004,5.3303,209.2
47.3002,5.3635,198.2
47.3,5.3966,192.5
47.2999,5.4298,185.1
47.2997,5.4629,188.2
47.2995,5.4961,192.7
47.2993,5.5292,189.6
47.2991,5.5623,203.2
47.2989,5.5955,232.5
47.2986,5.6286,262.2
47.2984,5.6618,247.2
47.2981,5.6949,244.1
47.2979,5.7281,263.4
47.2976,5.7612,242.9
47.2973,5.7943,226.9
47.2971,5.8275,214.4
47.2968,5.8606,222.4
47.2965,5.8938,227.6
47.2961,5.9269,245.9
47.2958,5.96,265.9
47.2955,5.9932,347.9
47.2951,6.0263,376.1
47.2948,6.0595,343.5
47.2944,6.0926,347.1
47.2941,6.1257,306.1
47.2937,6.1589,292.5
47.2933,6.192,347.5
47.2929,6.2252,408.6
47.2925,6.2583,431.4
47.2921,6.2914,400.8
47.2916,6.3246,424.6
47.2912,6.3577,483.1
47.2907,6.3908,514.0
47.2903,6.424,514.9
47.2898,6.4571,554.4
47.2894,6.4902,610.6
47.2889,6.5234,620.0
47.2884,6.5565,590.8
47.2879,6.5896,584.5
47.2874,6.6227,646.4
47.2868,6.6559,722.8
47.2863,6.689,731.9
47.2858,6.7221,650.6
47.2852,6.7553,534.6
47.2847,6.7884,629.5
47.2841,6.8215,762.9
47.2835,6.8546,805.3
47.2829,6.8878,813.2
47.2823,6.9209,837.8
47.2817,6.954,646.8
47.1193,-2.113,27.2
47.1213,-2.0801,18.2
47.1232,-2.0472,9.7
47.1252,-2.0143,6.1
47.1271,-1.9814,4.2
47.129,-1.9484,8.1
47.1309,-1.9155,12.5
47.1328,-1.8826,18.9
47.1347,-1.8497,18.8
47.1366,-1.8167,27.4
47.1384,-1.7838,32.7
47.1403,-1.7509,15.6
47.1421,-1.7179,15.8
47.144,-1.685,16.5
47.1458,-1.652,21.9
47.1476,-1.6191,22.0
47.1494,-1.5862,23.1
47.1512,-1.5532,25.5
47.153,-1.5203,26.8
47.1548,-1.4873,23.7
47.1566,-1.4544,24.5
47.1584,-1.4214,26.4
47.1601,-1.3884,28.9
47.1619,-1.3555,21.8
47.1636,-1.3225,27.5
47.1653,-1.2896,45.6
47.167,-1.2566,64.3
47.1687,-1.2236,70.5
47.1704,-1.1906,80.4
47.1721,-1.1577,75.6
47.1738,-1.1247,88.2
47.1755,-1.0917,89.5
47.1772,-1.0587,96.5
47.1788,-1.0258,81.0
47.1804,-0.9928,87.1
47.1821,-0.9598,90.4
47.1837,-0.9268,95.1
47.1853,-0.8938,84.8
47.1869,-0.8608,88.9
47.1885,-0.8278,97.5
47.1901,-0.7948,108.6
47.1917,-0.7618,97.9
47.1933,-0.7288,97.6
47.1948,-0.6958,104.4
47.1964,-0.6628,98.1
47.1979,-0.6298,93.7
47.1994,-0.5968,81.8
47.201,-0.5638,83.5
47.2025,-0.5308,86.3
47.204,-0.4978,71.6
47.2055,-0.4648,65.2
47.207,-0.4318,53.0
47.2084,-0.3988,49.4
47.2099,-0.3657,50.0
47.2114,-0.3327,53.8
47.2128,-0.2997,55.4
47.2142,-0.2667,58.7
47.2157,-0.2336,85.7
47.2171,-0.2006,79.9
47.2185,-0.1676,51.0
47.2199,-0.1345,35.5
47.2213,-0.1015,39.6
47.2227,-0.0685,42.3
47.2241,-0.0354,69.3
47.2254,-0.0024,60.7
47.2268,0.0306,40.3
47.2281,0.0637,28.9
47.2295,0.0967,30.2
47.2308,0.1298,32.0
47.2321,0.1628,34.6
47.2334,0.1959,35.2
47.2347,0.2289,40.8
47.236,0.262,84.3
47.2373,0.295,107.4
47.2385,0.3281,114.7
47.2398,0.3611,113.8
47.2411,0.3942,113.3
47.2423,0.4272,103.5
47.2435,0.4603,86.1
47.2448,0.4934,70.4
47.246,0.5264,66.0
47.2472,0.5595,72.9
47.2484,0.5926,81.0
47.2496,0.6256,88.4
47.2507,0.6587,91.9
47.2519,0.6918,94.1
47.2531,0.7248,91.6
47.2542,0.7579,88.5
47.2553,0.791,85.4
47.2565,0.8241,86.5
47.2576,0.8571,82.1
47.2587,0.8902,88.0
47.2598,0.9233,91.6
47.2609,0.9564,96.6
47.262,0.9895,104.0
47.2631,1.0226,96.6
47.2641,1.0556,98.9
47.2652,1.0887,124.5
47.2662,1.1218,111.3
47.2673,1.1549,130.3
47.2683,1.188,141.6
47.2693,1.2211,159.7
47.2703,1.2542,163.9
47.2713,1.2873,143.2
47.2723,1.3204,132.2
47.2733,1.3535,103.1
47.2743,1.3866,72.3
47.2752,1.4197,88.5
47.2762,1.4528,105.0
47.2771,1.4859,100.8
47.278,1.519,87.5
47.279,1.5521,81.1
47.2799,1.5852,84.0
47.2808,1.6183,88.8
47.2817,1.6514,94.5
47.2826,1.6845,96.3
47.2834,1.7176,94.8
47.2843,1.7507,93.1
47.2852,1.7838,96.7
47.286,1.817,104.5
47.2869,1.8501,122.4
47.2877,1.8832,117.8
47.2885,1.9163,121.7
47.2893,1.9494,131.6
47.2901,1.9825,141.9
47.2909,2.0157,141.3
47.2917,2.0488,147.8
47.2925,2.0819,160.8
47.2932,2.115,155.7
47.294,2.1481,153.2
47.2947,2.1813,158.3
47.2955,2.2144,168.3
47.2962,2.2475,146.8
47.2969,2.2806,163.7
47.2976,2.3138,209.1
47.2983,2.3469,219.3
47.299,2.38,253.8
47.2997,2.4132,238.6
47.3004,2.4463,259.4
47.301,2.4794,223.1
47.3017,2.5126,248.5
47.3023,2.5457,305.4
47.303,2.5788,357.0
47.3036,2.612,354.4
47.3042,2.6451,313.6
47.3048,2.6782,292.6
47.3054,2.7114,254.9
47.306,2.7445,304.2
47.3066,2.7776,282.4
47.3071,2.8108,243.8
47.3077,2.8439,239.2
47.3082,2.8771,151.0
47.3088,2.9102,155.0
47.3093,2.9434,209.2
47.3098,2.9765,217.0
47.3104,3.0096,190.6
47.3109,3.0428,186.9
47.3113,3.0759,187.1
47.3118,3.1091,198.2
47.3123,3.1422,224.6
47.3128,3.1754,274.9
47.3132,3.2085,318.5
47.3137,3.2417,316.3
47.3141,3.2748,276.6
47.3145,3.308,291.0
47.315,3.3411,308.5
47.3154,3.3743,315.8
47.3158,3.4074,267.4
47.3161,3.4406,246.4
47.3165,3.4737,231.5
47.3169,3.5069,268.7
47.3173,3.54,293.7
47.3176,3.5732,269.3
47.318,3.6063,210.8
47.3183,3.6395,185.2
47.3186,3.6726,196.2
47.3189,3.7058,229.5
47.3192,3.7389,269.8
47.3195,3.7721,293.4
47.3198,3.8052,349.4
47.3201,3.8384,369.8
47.3204,3.8715,495.9
47.3206,3.9047,453.3
47.3209,3.9379,439.7
47.3211,3.971,483.9
47.3213,4.0042,523.8
47.3216,4.0373,554.2
47.3218,4.0705,587.0
47.322,4.1036,550.6
47.3222,4.1368,554.3
47.3223,4.17,532.0
47.3225,4.2031,507.4
47.3227,4.2363,490.7
47.3228,4.2694,438.8
47.323,4.3026,398.5
47.3231,4.3358,369.9
47.3232,4.3689,409.1
47.3234,4.4021,524.5
47.3235,4.4352,470.5
47.3236,4.4684,389.7
47.3237,4.5016,382.6
47.3237,4.5347,444.2
47.3238,4.5679,479.9
47.3239,4.601,456.8
47.3239,4.6342,520.7
47.324,4.6674,539.2
47.324,4.7005,559.5
47.324,4.7337,509.8
47.324,4.7668,412.6
47.324,4.8,381.8
47.324,4.8332,361.5
47.324,4.8663,323.3
47.324,4.8995,318.9
47.324,4.9326,333.7
47.3239,4.9658,362.4
47.3239,4.999,280.4
47.3238,5.0321,251.8
47.3237,5.0653,254.6
47.3237,5.0984,231.8
47.3236,5.1316,213.1
47.3235,5.1648,212.6
47.3234,5.1979,213.7
47.3232,5.2311,218.3
47.3231,5.2642,219.2
47.323,5.2974,199.9
47.3228,5.3306,199.9
47.3227,5.3637,187.7
47.3225,5.3969,197.4
47.3223,5.43,184.9
47.3222,5.4632,185.9
47.322,5.4964,191.2
47.3218,5.5295,199.0
47.3216,5.5627,209.8
47.3213,5.5958,228.1
47.3211,5.629,236.7
47.3209,5.6621,258.2
47.3206,5.6953,265.4
47.3204,5.7285,260.3
47.3201,5.7616,281.4
47.3198,5.7948,295.7
47.3195,5.8279,250.9
47.3192,5.8611,225.6
47.3189,5.8942,215.9
47.3186,5.9274,229.8
47.3183,5.9605,238.5
47.318,5.9937,257.7
47.3176,6.0268,358.1
47.3173,6.06,432.0
47.3169,6.0931,413.0
47.3165,6.1263,354.3
47.3161,6.1594,367.3
47.3158,6.1926,354.5
47.3154,6.2257,372.6
47.315,6.2589,368.5
47.3145,6.292,437.5
47.3141,6.3252,397.7
47.3137,6.3583,416.4
47.3132,6.3915,452.8
47.3128,6.4246,454.7
47.3123,6.4578,468.9
47.3118,6.4909,498.6
47.3113,6.5241,520.0
47.3109,6.5572,516.6
47.3104,6.5904,519.1
47.3098,6.6235,607.5
47.3093,6.6566,617.7
47.3088,6.6898,714.6
47.3082,6.7229,709.6
47.3077,6.7561,647.8
47.3071,6.7892,574.3
47.3066,6.8224,655.9
47.306,6.8555,700.1
47.3054,6.8886,760.0
47.3048,6.9218,826.3
47.3042,6.9549,768.0
47.1358,-2.2146,14.7
47.1378,-2.1817,23.5
47.1398,-2.1488,25.0
47.1417,-2.1159,35.8
47.1437,-2.083,21.7
47.1456,-2.05,12.8
47.1476,-2.0171,9.0
47.1495,-1.9842,21.8
47.1514,-1.9512,29.4
47.1533,-1.9183,36.0
47.1552,-1.8854,39.5
47.1571,-1.8524,31.1
47.159,-1.8195,23.7
47.1608,-1.7865,15.3
47.1627,-1.7536,7.0
47.1645,-1.7206,19.7
47.1664,-1.6877,28.1
47.1682,-1.6547,29.8
47.17,-1.6218,17.5
47.1718,-1.5888,23.9
47.1736,-1.5559,30.5
47.1754,-1.5229,18.9
47.1772,-1.4899,20.8
47.179,-1.457,30.4
47.1808,-1.424,32.7
47.1825,-1.391,11.9
47.1843,-1.358,5.8
47.186,-1.3251,16.7
47.1877,-1.2921,48.9
47.1895,-1.2591,74.7
47.1912,-1.2261,84.9
47.1929,-1.1931,88.3
47.1946,-1.1602,84.1
47.1962,-1.1272,79.5
47.1979,-1.0942,89.7
47.1996,-1.0612,87.2
47.2012,-1.0282,65.4
47.2029,-0.9952,84.8
47.2045,-0.9622,82.5
47.2061,-0.9292,85.6
47.2077,-0.8962,85.7
47.2094,-0.8632,94.1
47.2109,-0.8302,101.3
47.2125,-0.7972,104.8
47.2141,-0.7642,97.5
47.2157,-0.7311,87.6
47.2172,-0.6981,90.8
47.2188,-0.6651,82.7
47.2203,-0.6321,85.5
47.2219,-0.5991,76.5
47.2234,-0.5661,77.4
47.2249,-0.533,72.5
47.2264,-0.5,58.0
47.2279,-0.467,51.2
47.2294,-0.4339,58.6
47.2309,-0.4009,65.4
47.2323,-0.3679,59.1
47.2338,-0.3348,57.7
47.2352,-0.3018,66.3
47.2367,-0.2688,63.5
47.2381,-0.2357,81.9
47.2395,-0.2027,85.6
47.2409,-0.1696,63.7
47.2423,-0.1366,53.9
47.2437,-0.1036,56.6
47.2451,-0.0705,47.5
47.2465,-0.0375,47.0
47.2479,-0.0044,27.7
47.2492,0.0286,25.6
47.2506,0.0617,25.7
47.2519,0.0948,28.2
47.2532,0.1278,28.3
47.2545,0.1609,29.1
47.2558,0.1939,30.3
47.2571,0.227,32.2
47.2584,0.2601,34.4
47.2597,0.2931,38.8
47.261,0.3262,67.1
47.2622,0.3593,71.4
47.2635,0.3923,71.5
47.2647,0.4254,58.7
47.266,0.4585,69.9
47.2672,0.4916,85.8
47.2684,0.5246,97.2
47.2696,0.5577,72.4
47.2708,0.5908,67.9
47.272,0.6239,67.7
47.2732,0.657,81.9
47.2743,0.6901,84.7
47.2755,0.7231,80.4
47.2767,0.7562,81.2
47.2778,0.7893,77.7
47.2789,0.8224,79.1
47.28,0.8555,83.5
47.2812,0.8886,90.3
47.2823,0.9217,89.5
47.2834,0.9548,95.3
47.2844,0.9879,96.6
47.2855,1.021,99.7
47.2866,1.0541,101.0
47.2876,1.0872,105.9
47.2887,1.1203,108.4
47.2897,1.1534,119.7
47.2907,1.1865,127.7
47.2918,1.2196,145.4
47.2928,1.2527,154.1
47.2938,1.2858,130.8
47.2948,1.3189,96.5
47.2957,1.352,74.0
47.2967,1.3852,97.7
47.2977,1.4183,114.2
47.2986,1.4514,101.9
47.2996,1.4845,96.7
47.3005,1.5176,89.4
47.3014,1.5507,81.1
47.3023,1.5838,81.2
47.3032,1.617,82.1
47.3041,1.6501,86.1
47.305,1.6832,93.5
47.3059,1.7163,102.5
47.3068,1.7495,103.8
47.3076,1.7826,116.4
47.3085,1.8157,119.5
47.3093,1.8488,122.8
47.3102,1.882,111.0
47.311,1.9151,105.7
47.3118,1.9482,108.0
47.3126,1.9814,112.3
47.3134,2.0145,120.5
47.3142,2.0476,124.6
47.3149,2.0808,135.7
47.3157,2.1139,140.9
47.3165,2.147,141.4
47.3172,2.1802,148.4
47.3179,2.2133,159.6
47.3187,2.2465,153.9
47.3194,2.2796,159.9
47.3201,2.3127,180.1
47.3208,2.3459,221.8
47.3215,2.379,247.9
47.3222,2.4122,224.2
47.3228,2.4453,237.6
47.3235,2.4785,230.8
47.3242,2.5116,259.1
47.3248,2.5448,275.4
47.3254,2.5779,326.1
47.3261,2.611,304.1
47.3267,2.6442,349.8
47.3273,2.6773,273.5
47.3279,2.7105,266.2
47.3285,2.7437,302.4
47.329,2.7768,331.6
47.3296,2.81,242.9
47.3302,2.8431,195.4
47.3307,2.8763,159.4
47.3313,2.9094,181.3
47.3318,2.9426,191.8
47.3323,2.9757,190.9
47.3328,3.0089,180.6
47.3333,3.042,175.2
47.3338,3.0752,176.9
47.3343,3.1084,200.2
47.3348,3.1415,241.2
47.3352,3.1747,276.3
47.3357,3.2078,285.1
47.3361,3.241,290.9
47.3366,3.2742,294.4
47.337,3.3073,285.5
47.3374,3.3405,296.4
47.3378,3.3737,282.3
47.3382,3.4068,263.3
47.3386,3.44,217.2
47.339,3.4731,220.7
47.3394,3.5063,253.6
47.3397,3.5395,304.4
47.3401,3.5726,281.3
47.3404,3.6058,215.6
47.3408,3.639,178.0
47.3411,3.6721,204.7
47.3414,3.7053,236.3
47.3417,3.7385,296.5
47.342,3.7717,352.7
47.3423,3.8048,328.7
47.3426,3.838,375.3
47.3428,3.8712,419.2
47.3431,3.9043,359.4
47.3433,3.9375,419.2
47.3436,3.9707,391.2
47.3438,4.0038,528.0
47.344,4.037,508.1
47.3442,4.0702,544.6
47.3444,4.1034,526.3
47.3446,4.1365,498.8
47.3448,4.1697,490.8
47.345,4.2029,477.5
47.3452,4.236,446.1
47.3453,4.2692,398.5
47.3455,4.3024,369.7
47.3456,4.3356,372.6
47.3457,4.3687,421.2
47.3458,4.4019,395.4
47.3459,4.4351,375.9
47.346,4.4683,345.9
47.3461,4.5014,396.8
47.3462,4.5346,480.2
47.3463,4.5678,419.9
47.3463,4.601,470.6
47.3464,4.6341,508.6
47.3464,4.6673,515.4
47.3465,4.7005,534.1
47.3465,4.7337,557.8
47.3465,4.7668,544.0
47.3465,4.8,513.9
47.3465,4.8332,527.4
47.3465,4.8663,441.0
47.3465,4.8995,395.8
47.3464,4.9327,350.5
47.3464,4.9659,335.0
47.3463,4.999,332.1
47.3463,5.0322,269.3
47.3462,5.0654,248.3
47.3461,5.0986,224.1
47.346,5.1317,220.5
47.3459,5.1649,217.0
47.3458,5.1981,221.2
47.3457,5.2313,227.2
47.3456,5.2644,203.2
47.3455,5.2976,193.8
47.3453,5.3308,192.3
47.3452,5.364,192.9
47.345,5.3971,203.5
47.3448,5.4303,190.4
47.3446,5.4635,186.5
47.3444,5.4966,196.5
47.3442,5.5298,218.3
47.344,5.563,212.9
47.3438,5.5962,212.4
47.3436,5.6293,224.3
47.3433,5.6625,241.4
47.3431,5.6957,262.0
47.3428,5.7288,282.9
47.3426,5.762,273.5
47.3423,5.7952,293.2
47.342,5.8283,299.8
47.3417,5.8615,272.0
47.3414,5.8947,244.4
47.3411,5.9279,224.4
47.3408,5.961,228.2
47.3404,5.9942,237.4
47.3401,6.0274,226.1
47.3397,6.0605,242.1
47.3394,6.0937,307.7
47.339,6.1269,398.0
47.3386,6.16,303.4
47.3382,6.1932,288.0
47.3378,6.2263,322.3
47.3374,6.2595,357.4
47.337,6.2927,345.3
47.3366,6.3258,370.9
47.3361,6.359,314.9
47.3357,6.3922,379.4
47.3352,6.4253,466.4
47.3348,6.4585,465.3
47.3343,6.4916,472.0
47.3338,6.5248,493.6
47.3333,6.558,533.1
47.3328,6.5911,597.5
47.3323,6.6243,594.6
47.3318,6.6574,522.5
47.3313,6.6906,543.0
47.3307,6.7237,563.5
47.3302,6.7569,490.6
47.3296,6.79,542.8
47.329,6.8232,561.7
47.3285,6.8563,527.2
47.3279,6.8895,685.8
47.3273,6.9227,727.0
47.3267,6.9558,757.0
47.3261,6.989,729.8
47.3254,7.0221,792.8
47.1602,-2.1846,1.5
47.1622,-2.1517,15.1
47.1641,-2.1188,29.9
47.1661,-2.0858,31.4
47.168,-2.0529,28.6
47.17,-2.0199,26.1
47.1719,-1.987,36.8
47.1738,-1.9541,47.0
47.1757,-1.9211,45.3
47.1776,-1.8881,42.2
47.1795,-1.8552,13.8
47.1814,-1.8222,8.3
47.1832,-1.7893,14.8
47.1851,-1.7563,20.2
47.1869,-1.7234,23.0
47.1888,-1.6904,21.2
47.1906,-1.6574,12.1
47.1924,-1.6245,7.4
47.1943,-1.5915,14.2
47.1961,-1.5585,9.0
47.1979,-1.5255,14.4
47.1996,-1.4925,20.9
47.2014,-1.4596,20.9
47.2032,-1.4266,17.2
47.2049,-1.3936,6.1
47.2067,-1.3606,11.3
47.2084,-1.3276,31.2
47.2101,-1.2946,73.6
47.2119,-1.2616,85.3
47.2136,-1.2286,90.5
47.2153,-1.1956,86.0
47.217,-1.1626,95.7
47.2187,-1.1296,90.5
47.2203,-1.0966,94.5
47.222,-1.0636,85.2
47.2236,-1.0306,69.9
47.2253,-0.9976,98.7
47.2269,-0.9646,99.4
47.2285,-0.9316,105.0
47.2302,-0.8986,94.9
47.2318,-0.8655,97.8
47.2334,-0.8325,99.6
47.235,-0.7995,108.0
47.2365,-0.7665,97.1
47.2381,-0.7335,98.5
47.2397,-0.7004,80.8
47.2412,-0.6674,75.6
47.2428,-0.6344,86.9
47.2443,-0.6013,81.8
47.2458,-0.5683,69.2
47.2473,-0.5353,60.9
47.2488,-0.5022,49.7
47.2503,-0.4692,47.4
47.2518,-0.4361,69.3
47.2533,-0.4031,81.0
47.2548,-0.37,75.1
47.2562,-0.337,69.9
47.2577,-0.3039,67.6
47.2591,-0.2709,84.9
47.2605,-0.2378,93.7
47.262,-0.2048,87.1
47.2634,-0.1717,76.7
47.2648,-0.1387,72.9
47.2662,-0.1056,44.7
47.2676,-0.0725,27.7
47.2689,-0.0395,24.7
47.2703,-0.0064,24.3
47.2716,0.0267,24.5
47.273,0.0597,26.1
47.2743,0.0928,29.6
47.2757,0.1259,32.0
47.277,0.1589,34.6
47.2783,0.192,34.1
47.2796,0.2251,37.6
47.2809,0.2582,42.9
47.2822,0.2913,55.9
47.2834,0.3243,45.1
47.2847,0.3574,36.1
47.2859,0.3905,43.9
47.2872,0.4236,79.8
47.2884,0.4567,87.2
47.2896,0.4898,92.3
47.2909,0.5229,97.0
47.2921,0.556,88.9
47.2933,0.5891,90.2
47.2944,0.6221,78.4
47.2956,0.6552,67.7
47.2968,0.6883,75.4
47.298,0.7214,80.4
47.2991,0.7545,84.0
47.3002,0.7876,86.7
47.3014,0.8208,90.2
47.3025,0.8539,94.4
47.3036,0.887,93.0
47.3047,0.9201,92.7
47.3058,0.9532,86.6
47.3069,0.9863,91.1
47.308,1.0194,96.4
47.309,1.0525,96.8
47.3101,1.0856,89.2
47.3111,1.1187,92.7
47.3122,1.1519,101.0
47.3132,1.185,108.8
47.3142,1.2181,116.8
47.3152,1.2512,113.2
47.3162,1.2843,91.0
47.3172,1.3175,72.5
47.3182,1.3506,93.7
47.3192,1.3837,91.4
47.3201,1.4169,93.8
47.3211,1.45,91.3
47.322,1.4831,92.3
47.323,1.5162,99.7
47.3239,1.5494,95.7
47.3248,1.5825,89.1
47.3257,1.6156,90.1
47.3266,1.6488,90.0
47.3275,1.6819,86.6
47.3284,1.7151,94.7
47.3292,1.7482,95.7
47.3301,1.7813,105.8
47.3309,1.8145,106.8
47.3318,1.8476,106.8
47.3326,1.8808,96.8
47.3334,1.9139,96.9
47.3343,1.947,101.2
47.3351,1.9802,104.5
47.3359,2.0133,112.0
47.3366,2.0465,113.2
47.3374,2.0796,119.6
47.3382,2.1128,126.4
47.3389,2.1459,132.9
47.3397,2.1791,136.5
47.3404,2.2122,141.1
47.3411,2.2454,153.4
47.3419,2.2785,166.3
47.3426,2.3117,187.4
47.3433,2.3449,217.6
47.344,2.378,243.1
47.3446,2.4112,219.1
47.3453,2.4443,211.1
47.346,2.4775,240.9
47.3466,2.5106,300.8
47.3473,2.5438,291.2
47.3479,2.577,292.9
47.3485,2.6101,328.9
47.3491,2.6433,310.2
47.3498,2.6765,238.2
47.3503,2.7096,261.3
47.3509,2.7428,292.6
47.3515,2.776,309.8
47.3521,2.8091,259.3
47.3526,2.8423,222.3
47.3532,2.8755,157.7
47.3537,2.9086,172.5
47.3543,2.9418,182.6
47.3548,2.975,175.7
47.3553,3.0081,171.7
47.3558,3.0413,170.5
47.3563,3.0745,186.2
47.3568,3.1077,194.3
47.3572,3.1408,237.7
47.3577,3.174,251.1
47.3582,3.2072,247.6
47.3586,3.2404,288.8
47.3591,3.2735,307.4
47.3595,3.3067,285.8
47.3599,3.3399,283.8
47.3603,3.3731,277.4
47.3607,3.4062,271.9
47.3611,3.4394,246.2
47.3615,3.4726,222.9
47.3618,3.5058,232.9
47.3622,3.539,283.0
47.3626,3.5721,256.2
47.3629,3.6053,183.8
47.3632,3.6385,213.5
47.3636,3.6717,250.0
47.3639,3.7049,297.1
47.3642,3.738,295.1
47.3645,3.7712,304.3
47.3648,3.8044,326.5
47.365,3.8376,326.3
47.3653,3.8708,358.3
47.3656,3.904,341.8
47.3658,3.9371,399.2
47.3661,3.9703,362.9
47.3663,4.0035,435.9
47.3665,4.0367,423.1
47.3667,4.0699,490.8
47.3669,4.1031,462.7
47.3671,4.1363,441.9
47.3673,4.1694,439.5
47.3675,4.2026,434.8
47.3676,4.2358,415.9
47.3678,4.269,375.3
47.3679,4.3022,346.5
47.3681,4.3354,389.7
47.3682,4.3686,368.5
47.3683,4.4017,357.1
47.3684,4.4349,342.7
47.3685,4.4681,351.2
47.3686,4.5013,448.2
47.3687,4.5345,454.3
47.3688,4.5677,408.1
47.3688,4.6009,509.7
47.3689,4.6341,481.2
47.3689,4.6672,465.8
47.369,4.7004,490.2
47.369,4.7336,471.4
47.369,4.7668,538.8
47.369,4.8,556.5
47.369,4.8332,560.3
47.369,4.8664,516.8
47.369,4.8996,484.3
47.3689,4.9328,443.3
47.3689,4.9659,421.6
47.3688,4.9991,365.4
47.3688,5.0323,283.5
47.3687,5.0655,277.0
47.3686,5.0987,233.0
47.3685,5.1319,227.0
47.3684,5.1651,224.4
47.3683,5.1983,229.0
47.3682,5.2314,228.6
47.3681,5.2646,218.5
47.3679,5.2978,205.5
47.3678,5.331,194.2
47.3676,5.3642,205.0
47.3675,5.3974,200.1
47.3673,5.4306,199.6
47.3671,5.4637,199.4
47.3669,5.4969,190.8
47.3667,5.5301,228.7
47.3665,5.5633,232.0
47.3663,5.5965,229.9
47.3661,5.6297,235.6
47.3658,5.6629,236.2
47.3656,5.696,236.8
47.3653,5.7292,248.5
47.365,5.7624,270.1
47.3648,5.7956,299.6
47.3645,5.8288,321.7
47.3642,5.862,316.4
47.3639,5.8951,300.8
47.3636,5.9283,244.6
47.3632,5.9615,243.6
47.3629,5.9947,265.4
47.3626,6.0279,264.1
47.3622,6.061,245.6
47.3618,6.0942,233.2
47.3615,6.1274,258.2
47.3611,6.1606,341.9
47.3607,6.1938,297.3
47.3603,6.2269,405.8
47.3599,6.2601,392.2
47.3595,6.2933,391.8
47.3591,6.3265,405.5
47.3586,6.3596,384.8
47.3582,6.3928,392.0
47.3577,6.426,345.5
47.3572,6.4592,426.8
47.3568,6.4923,479.3
47.3563,6.5255,546.4
47.3558,6.5587,569.7
47.3553,6.5919,663.4
47.3548,6.625,678.5
47.3543,6.6582,632.8
47.3537,6.6914,652.3
47.3532,6.7245,665.5
47.3526,6.7577,471.6
47.3521,6.7909,671.9
47.3515,6.824,733.5
47.3509,6.8572,718.5
47.3503,6.8904,594.9
47.3498,6.9235,555.3
47.3491,6.9567,637.0
47.3485,6.9899,557.9
47.3479,7.023,600.4
47.1846,-2.1546,11.7
47.1865,-2.1216,39.8
47.1885,-2.0887,41.6
47.1904,-2.0557,45.6
47.1924,-2.0228,45.2
47.1943,-1.9898,42.7
47.1962,-1.9569,23.0
47.1981,-1.9239,13.8
47.2,-1.8909,4.5
47.2019,-1.858,2.5
47.2038,-1.825,7.1
47.2056,-1.792,5.7
47.2075,-1.759,7.1
47.2094,-1.7261,11.4
47.2112,-1.6931,11.7
47.213,-1.6601,20.9
47.2148,-1.6271,37.3
47.2167,-1.5941,36.9
47.2185,-1.5612,20.3
47.2203,-1.5282,10.6
47.222,-1.4952,4.9
47.2238,-1.4622,5.1
47.2256,-1.4292,6.0
47.2273,-1.3962,9.5
