NUM_POSTE_obs,lat_obs,lon_obs,NUM_POSTE_mod,lat_mod,lon_mod
7240001,44.860333,4.8325,23821,44.8512,4.8317
7255001,44.758333,4.688333,22785,44.7612,4.6734
7261001,44.817833,4.746833,23562,44.8287,4.7366
7262001,44.576833,3.936167,20685,44.5782,3.9481
7262002,44.606667,3.97,20944,44.6009,3.9793
7262006,44.584333,3.948667,20685,44.5782,3.9481
7265001,45.296,4.642,28842,45.3006,4.6402
7265003,45.286167,4.637833,28584,45.2782,4.6403
7273001,44.501333,4.481333,19672,44.4912,4.485
7279001,44.441833,4.636333,19157,44.4465,4.6426
7281001,44.945,4.843333,24838,44.9411,4.8318
7284001,44.456667,4.108333,19400,44.467,4.1072
7284002,44.449333,4.1165,19140,44.4445,4.1075
7285001,45.12,4.463333,26820,45.1204,4.4496
7286001,44.815,4.488333,23300,44.8058,4.4832
7286002,44.814333,4.485,23300,44.8058,4.4832
7286003,44.815,4.488333,23300,44.8058,4.4832
7286004,44.82,4.488333,23554,44.8283,4.4831
7293001,44.976667,4.798333,25339,44.986,4.8
7294001,44.296,4.26,17317,44.2881,4.2664
7295001,44.833333,4.5,23555,44.8284,4.5148
73001001,45.551667,5.813333,31698,45.5434,5.8272
73004001,45.617833,6.080167,32451,45.6082,6.0855
73004400,45.642167,6.061167,32944,45.6535,6.0544
73008001,45.693333,5.908333,33431,45.7001,5.8945
73008003,45.700333,5.889667,33431,45.7001,5.8945
7301001,45.096667,4.696667,26581,45.0984,4.7045
7301002,45.110167,4.682333,26827,45.1208,4.6726
73011001,45.673333,6.385,33201,45.672,6.3766
73011002,45.662167,6.371833,33201,45.672,6.3766
73011004,45.662333,6.371833,33201,45.672,6.3766
73013001,45.2155,6.341,28124,45.2229,6.332
73015001,45.3875,6.5895,29932,45.3765,6.5923
73015400,45.371667,6.583333,29932,45.3765,6.5923
73017001,45.515667,5.951833,31451,45.5197,5.9551
73019001,45.493333,6.313333,31209,45.493,6.3074
73021001,45.44,6.117333,30693,45.4505,6.1139
73023001,45.229833,6.744333,28392,45.239,6.7475
73023002,45.24,6.738333,28392,45.239,6.7475
73023401,45.247667,6.732667,28392,45.239,6.7475
73024001,45.478333,6.455,30960,45.4683,6.467
73024400,45.461833,6.445167,30959,45.4688,6.4349
73026001,45.214,6.716833,28136,45.217,6.7149
73026002,45.215,6.721667,28136,45.217,6.7149
7303001,44.818333,4.646667,23559,44.8286,4.6415
73034001,45.716667,6.541667,33694,45.7146,6.5388
73034002,45.691,6.568667,33452,45.6916,6.5703
73034003,45.683333,6.616667,33453,45.6911,6.6025
73034004,45.703333,6.621667,33697,45.7131,6.6354
73034400,45.671333,6.5405,33206,45.6696,6.5374
73040002,45.32,6.991667,29431,45.3241,7.0064
